"ValgId";"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"Boligstørrelse_Antal boliger_000-040";"Boligstørrelse_Antal boliger_040-079";"Boligstørrelse_Antal boliger_080-119";"Boligstørrelse_Antal boliger_120-159";"Boligstørrelse_Antal boliger_160-199";"Boligstørrelse_Antal boliger_200-";"Boligstørrelse_Antal boliger_Ingen BBR";"Boligstørrelse_Antal personer_000-040";"Boligstørrelse_Antal personer_040-079";"Boligstørrelse_Antal personer_080-119";"Boligstørrelse_Antal personer_120-159";"Boligstørrelse_Antal personer_160-199";"Boligstørrelse_Antal personer_200-";"Boligstørrelse_Antal personer_Ingen BBR";"Boligtype_Antal boliger";"Boligtype_Antal boliger_01. Stuehuse og parcelhuse";"Boligtype_Antal boliger_02. Række- og kædehuse";"Boligtype_Antal boliger_03. Flerfamiliehuse";"Boligtype_Antal boliger_04. Kollegier";"Boligtype_Antal boliger_05. Sommerhuse";"Boligtype_Antal boliger_06. Øvrige boliger";"Boligtype_Antal boliger_07. Ingen BBR-oplysninger";"Boligtype_Antal personer";"Boligtype_Antal personer_01. Stuehuse og parcelhuse";"Boligtype_Antal personer_02. Række- og kædehuse";"Boligtype_Antal personer_03. Flerfamiliehuse";"Boligtype_Antal personer_04. Kollegier";"Boligtype_Antal personer_05. Sommerhuse";"Boligtype_Antal personer_06. Øvrige boliger";"Boligtype_Antal personer_07. Ingen BBR-oplysninger";"Ejerforhold_Antal boliger";"Ejerforhold_Antal boliger_01. Ejerbolig";"Ejerforhold_Antal boliger_02. Andelsbolig";"Ejerforhold_Antal boliger_03. Almennyttig bolig";"Ejerforhold_Antal boliger_04. Lejer i offentligt ejet";"Ejerforhold_Antal boliger_05. Privat lejerbolig";"Ejerforhold_Antal boliger_06. Øvrige beboede boliger";"Ejerforhold_Antal boliger_07. Ingen BBR-oplysninger";"Ejerforhold_Antal personer";"Ejerforhold_Antal personer_01. Ejerbolig";"Ejerforhold_Antal personer_02. Andelsbolig";"Ejerforhold_Antal personer_03. Almennyttig bolig";"Ejerforhold_Antal personer_04. Lejer i offentligt ejet";"Ejerforhold_Antal personer_05. Privat lejerbolig";"Ejerforhold_Antal personer_06. Øvrige beboede boliger";"Ejerforhold_Antal personer_07. Ingen BBR-oplysninger";"grossincome_anhus";"grossincome_ma100";"grossincome_mi100";"grossincome_mi150";"grossincome_mi200";"grossincome_mi300";"grossincome_mi400";"grossincome_mi500";"grossincome_smbru";"grossincome_smfor";"transferPayments_afak_1";"transferPayments_afak_2";"transferPayments_afak_3";"transferPayments_cash_1";"transferPayments_cash_2";"transferPayments_cash_3";"transferPayments_eabe_1";"transferPayments_eabe_2";"transferPayments_eabe_3";"transferPayments_earl_1";"transferPayments_earl_2";"transferPayments_earl_3";"transferPayments_komm_1";"transferPayments_komm_2";"transferPayments_komm_3";"transferPayments_mat_1";"transferPayments_mat_2";"transferPayments_mat_3";"transferPayments_old_1";"transferPayments_old_2";"transferPayments_old_3";"transferPayments_orlo_1";"transferPayments_orlo_2";"transferPayments_orlo_3";"transferPayments_reha_1";"transferPayments_reha_2";"transferPayments_reha_3";"transferPayments_sick_1";"transferPayments_sick_2";"transferPayments_sick_3";"transferPayments_unem_1";"transferPayments_unem_2";"transferPayments_unem_3"
"181";"253007";"253007";"34";"6";"2";"20";"166";"715";"798";"238";"66";"25";"22";"207";"1880";"2222";"726";"231";"45";"-";"1320";"640";"40";"-";"-";"3";"25";"-";"3705";"1530";"47";"-";"-";"6";"45";"-";"1603";"-";"332";"7";"61";"-";"25";"-";"4446";"-";"679";"27";"136";"-";"45";"1961";"64";"108";"87";"216";"220";"357";"909";"958883061";"869918533";"6";"12";"4";"17";"5";"0";"0";"0";"176";"1";"26";"115";"15";"11";"0";"36";"69";"0";"0";"0";"237";"8";"67";"9";"5";"6";"0";"51";"137";"100";"44";"107";"84"
"181";"253008";"253008";"34";"6";"2";"1";"22";"349";"706";"191";"19";"-";"3";"31";"844";"2001";"561";"72";"-";"-";"860";"423";"-";"-";"-";"5";"-";"-";"2414";"1091";"-";"-";"-";"7";"-";"-";"1124";"23";"73";"4";"64";"-";"-";"-";"3124";"55";"192";"4";"137";"-";"-";"1207";"9";"25";"29";"104";"117";"223";"700";"664618802";"676600080";"5";"12";"8";"7";"7";"2";"0";"0";"141";"4";"12";"61";"12";"8";"3";"24";"62";"0";"0";"0";"115";"5";"37";"10";"2";"4";"1";"28";"88";"59";"25";"46";"78"
"181";"253009";"253009";"34";"6";"2";"26";"358";"1166";"234";"71";"24";"5";"31";"451";"2995";"710";"182";"68";"6";"-";"316";"504";"1056";"-";"2";"1";"5";"-";"765";"1269";"2393";"-";"5";"5";"6";"-";"401";"-";"1464";"-";"14";"-";"5";"-";"958";"-";"3448";"-";"31";"-";"6";"1880";"176";"268";"192";"395";"269";"201";"379";"626891577";"260784804";"10";"15";"7";"55";"76";"13";"0";"0";"131";"5";"71";"224";"46";"82";"12";"20";"44";"0";"0";"0";"391";"11";"23";"9";"11";"9";"2";"60";"123";"62";"60";"131";"74"
"181";"253010";"253010";"34";"6";"2";"149";"1253";"1329";"142";"60";"30";"100";"187";"1715";"3876";"363";"176";"228";"122";"-";"330";"264";"2313";"-";"3";"53";"100";"-";"841";"716";"4775";"-";"4";"209";"122";"-";"799";"-";"1252";"72";"823";"17";"100";"-";"1846";"-";"2098";"232";"2334";"35";"122";"2928";"374";"463";"354";"626";"357";"309";"445";"887737613";"270470146";"11";"27";"6";"134";"156";"34";"0";"0";"147";"20";"192";"283";"130";"192";"24";"51";"44";"0";"0";"0";"517";"25";"39";"12";"20";"15";"1";"79";"155";"70";"105";"180";"60"
"181";"253011";"253011";"34";"6";"2";"67";"625";"1266";"1018";"274";"88";"13";"77";"913";"3193";"2787";"790";"249";"103";"-";"1361";"961";"999";"-";"10";"7";"13";"-";"3574";"2400";"2002";"-";"19";"14";"103";"-";"1799";"-";"1205";"-";"324";"10";"13";"-";"4682";"-";"2709";"-";"600";"18";"103";"2579";"105";"169";"142";"344";"299";"378";"1148";"1235761927";"1116916244";"7";"27";"12";"41";"31";"6";"0";"0";"203";"11";"48";"148";"29";"34";"6";"48";"90";"1";"0";"0";"420";"17";"70";"16";"9";"14";"2";"68";"155";"109";"64";"111";"129"
"181";"255001";"255001";"33";"6";"2";"25";"156";"369";"290";"123";"78";"34";"37";"226";"899";"869";"359";"274";"45";"-";"707";"301";"11";"-";"18";"4";"34";"-";"2011";"575";"25";"-";"34";"19";"45";"-";"680";"126";"156";"17";"62";"-";"34";"-";"1917";"219";"295";"55";"178";"-";"45";"1065";"66";"108";"78";"135";"128";"143";"407";"477923862";"508440757";"5";"7";"5";"8";"10";"3";"0";"0";"105";"3";"24";"71";"24";"5";"0";"12";"26";"0";"0";"0";"274";"4";"35";"4";"2";"6";"0";"22";"71";"37";"25";"59";"29"
"181";"255002";"255002";"33";"6";"2";"2";"15";"60";"66";"34";"38";"1";"5";"29";"141";"176";"108";"113";"3";"-";"193";"10";"11";"-";"-";"1";"1";"-";"525";"23";"20";"-";"-";"4";"3";"-";"191";"-";"-";"-";"24";"-";"1";"-";"523";"-";"-";"-";"49";"-";"3";"213";"3";"11";"9";"27";"30";"39";"94";"106671129";"109765284";"0";"2";"0";"0";"0";"0";"0";"0";"21";"0";"1";"4";"0";"0";"1";"8";"12";"0";"0";"0";"39";"2";"5";"0";"1";"0";"0";"7";"17";"10";"8";"14";"9"
"181";"255003";"255003";"33";"6";"2";"83";"639";"1022";"1222";"443";"114";"53";"115";"1080";"2389";"3420";"1278";"358";"85";"-";"2660";"565";"26";"-";"269";"3";"53";"-";"6886";"1202";"49";"-";"498";"5";"85";"-";"2920";"130";"274";"18";"181";"-";"53";"-";"7458";"230";"561";"27";"364";"-";"85";"3469";"123";"233";"224";"464";"422";"541";"1462";"1629909940";"1543024990";"5";"27";"16";"27";"30";"7";"0";"0";"379";"10";"46";"155";"42";"18";"3";"73";"152";"0";"0";"0";"593";"23";"78";"11";"11";"7";"0";"109";"223";"115";"107";"213";"184"
"181";"255004";"255004";"33";"6";"2";"17";"91";"264";"454";"101";"41";"5";"17";"129";"635";"1245";"323";"172";"20";"-";"715";"231";"18";"-";"-";"4";"5";"-";"2027";"461";"24";"-";"-";"9";"20";"-";"791";"38";"100";"-";"39";"-";"5";"-";"2221";"55";"174";"-";"71";"-";"20";"1009";"50";"81";"62";"114";"101";"175";"426";"469657736";"431747481";"1";"11";"2";"4";"14";"5";"0";"0";"91";"1";"22";"73";"21";"10";"1";"13";"23";"0";"0";"0";"220";"7";"23";"5";"2";"4";"0";"22";"69";"45";"21";"50";"35"
"181";"257001";"257001";"35";"6";"2";"24";"288";"437";"494";"174";"99";"92";"29";"420";"1028";"1401";"555";"340";"148";"-";"919";"435";"115";"1";"1";"45";"92";"-";"2610";"839";"227";"2";"2";"93";"148";"-";"998";"43";"88";"11";"376";"-";"92";"-";"2804";"62";"167";"25";"715";"-";"148";"1594";"120";"159";"125";"222";"174";"238";"554";"665429228";"603326233";"6";"13";"2";"21";"31";"6";"0";"0";"137";"5";"34";"90";"27";"10";"0";"28";"57";"0";"0";"0";"373";"4";"55";"10";"2";"10";"0";"34";"93";"45";"41";"85";"48"
"181";"257002";"257002";"35";"6";"2";"-";"24";"71";"68";"19";"31";"9";"-";"47";"164";"185";"52";"118";"20";"-";"200";"3";"3";"-";"2";"5";"9";"-";"526";"10";"7";"-";"2";"21";"20";"-";"177";"-";"-";"7";"29";"-";"9";"-";"467";"-";"-";"19";"80";"-";"20";"230";"18";"23";"18";"32";"26";"35";"80";"95621739";"86697580";"1";"3";"1";"4";"5";"2";"0";"0";"20";"1";"5";"14";"4";"2";"1";"5";"9";"1";"0";"0";"54";"1";"9";"2";"1";"2";"1";"5";"14";"7";"6";"13";"8"
"181";"257003";"257003";"35";"6";"2";"5";"116";"308";"429";"154";"75";"20";"5";"169";"742";"1263";"483";"262";"41";"-";"911";"129";"20";"-";"1";"26";"20";"-";"2622";"217";"30";"-";"5";"50";"41";"-";"871";"52";"67";"21";"76";"-";"20";"-";"2512";"94";"112";"23";"183";"-";"41";"1092";"47";"72";"55";"109";"128";"241";"440";"503017227";"341084670";"0";"7";"3";"8";"19";"4";"0";"0";"90";"3";"16";"59";"14";"4";"1";"33";"44";"0";"0";"0";"183";"2";"35";"10";"1";"2";"0";"32";"95";"40";"27";"66";"47"
"181";"259001";"259001";"34";"6";"2";"65";"672";"622";"343";"117";"60";"22";"85";"987";"1258";"901";"317";"201";"117";"-";"673";"123";"1070";"-";"-";"13";"22";"-";"1731";"260";"1706";"-";"-";"52";"117";"-";"859";"15";"446";"13";"546";"-";"22";"-";"2043";"22";"768";"22";"894";"-";"117";"2170";"197";"306";"211";"370";"232";"254";"597";"819142889";"824118267";"5";"16";"6";"34";"42";"7";"0";"0";"161";"6";"47";"136";"20";"11";"7";"23";"53";"0";"0";"0";"763";"14";"48";"10";"3";"5";"1";"72";"108";"64";"80";"95";"74"
"181";"259002";"259002";"34";"6";"2";"61";"983";"1347";"291";"138";"39";"3";"66";"1404";"3171";"738";"356";"142";"8";"-";"613";"144";"2095";"-";"-";"7";"3";"-";"1522";"274";"4042";"-";"-";"39";"8";"-";"880";"78";"1772";"6";"115";"8";"3";"-";"1880";"150";"3564";"38";"234";"11";"8";"2863";"351";"421";"321";"574";"406";"309";"481";"885433414";"642085847";"14";"26";"5";"91";"92";"13";"0";"0";"313";"21";"103";"268";"86";"42";"10";"44";"42";"0";"0";"0";"752";"22";"57";"10";"6";"14";"0";"99";"134";"74";"143";"214";"101"
"181";"259003";"259003";"34";"6";"2";"-";"23";"143";"94";"49";"25";"1";"-";"42";"312";"249";"152";"79";"1";"-";"271";"56";"5";"-";"-";"2";"1";"-";"700";"117";"9";"-";"-";"8";"1";"-";"265";"28";"-";"3";"38";"-";"1";"-";"690";"48";"-";"14";"82";"-";"1";"323";"5";"24";"23";"45";"42";"47";"137";"157938320";"128149467";"1";"1";"0";"2";"1";"0";"0";"0";"32";"0";"10";"16";"1";"2";"0";"5";"10";"0";"0";"0";"87";"0";"6";"4";"0";"0";"1";"4";"23";"14";"10";"15";"11"
"181";"259004";"259004";"34";"6";"2";"1";"85";"267";"221";"112";"62";"4";"2";"118";"599";"604";"313";"247";"11";"-";"592";"110";"39";"-";"-";"7";"4";"-";"1569";"179";"74";"-";"-";"61";"11";"-";"579";"62";"50";"15";"42";"-";"4";"-";"1537";"92";"88";"59";"107";"-";"11";"753";"35";"66";"47";"100";"97";"139";"269";"326586399";"301672214";"1";"13";"3";"5";"9";"0";"0";"0";"65";"6";"14";"49";"8";"4";"0";"13";"19";"0";"0";"0";"203";"6";"18";"2";"2";"5";"0";"22";"62";"23";"25";"44";"31"
"181";"259005";"259005";"34";"6";"2";"65";"573";"1097";"229";"79";"30";"8";"75";"791";"2790";"616";"252";"83";"23";"-";"647";"444";"970";"-";"-";"12";"8";"-";"1673";"843";"2063";"-";"-";"28";"23";"-";"708";"103";"990";"34";"238";"-";"8";"-";"1794";"155";"2181";"64";"413";"-";"23";"2063";"168";"343";"234";"377";"288";"287";"366";"653826124";"357834122";"8";"24";"8";"82";"106";"13";"0";"0";"169";"16";"81";"193";"51";"26";"3";"49";"48";"1";"0";"0";"442";"33";"45";"7";"8";"16";"0";"94";"115";"45";"121";"123";"69"
"181";"259006";"259006";"34";"6";"2";"-";"164";"508";"560";"202";"62";"2";"-";"268";"1332";"1587";"589";"211";"5";"-";"1163";"24";"305";"-";"-";"4";"2";"-";"3131";"47";"798";"-";"-";"11";"5";"-";"1160";"-";"299";"2";"35";"-";"2";"-";"3109";"-";"784";"3";"91";"-";"5";"1493";"46";"91";"94";"191";"196";"312";"563";"661961467";"551991312";"6";"17";"7";"33";"47";"8";"0";"0";"145";"4";"38";"98";"23";"17";"2";"48";"42";"0";"0";"0";"219";"9";"40";"16";"3";"10";"0";"50";"123";"58";"56";"100";"74"
"181";"259007";"259007";"34";"6";"2";"136";"550";"1013";"584";"200";"146";"22";"157";"808";"2699";"1691";"618";"536";"35";"-";"1255";"1207";"148";"-";"-";"19";"22";"-";"3536";"2644";"225";"-";"-";"104";"35";"-";"1370";"40";"1028";"38";"153";"-";"22";"-";"3798";"61";"2194";"64";"392";"-";"35";"2640";"222";"274";"219";"434";"325";"403";"763";"1021039082";"620946977";"6";"33";"8";"56";"98";"19";"0";"0";"169";"3";"89";"210";"50";"31";"4";"31";"70";"0";"0";"0";"524";"21";"64";"12";"7";"23";"3";"80";"191";"73";"100";"185";"99"
"181";"259008";"259008";"34";"6";"2";"-";"42";"150";"184";"78";"54";"1";"-";"71";"363";"512";"249";"176";"1";"-";"458";"38";"6";"-";"3";"3";"1";"-";"1270";"71";"11";"-";"8";"11";"1";"-";"439";"-";"19";"5";"45";"-";"1";"-";"1208";"-";"28";"11";"124";"-";"1";"494";"12";"37";"25";"68";"75";"92";"185";"221059753";"223026373";"3";"7";"3";"4";"6";"0";"0";"0";"54";"0";"14";"29";"5";"0";"0";"14";"19";"0";"0";"0";"105";"2";"10";"1";"0";"2";"0";"11";"47";"24";"12";"35";"18"
"181";"259009";"259009";"34";"6";"2";"92";"499";"906";"429";"147";"45";"14";"111";"658";"2364";"1173";"440";"153";"38";"-";"898";"666";"548";"-";"-";"6";"14";"-";"2415";"1383";"1090";"-";"-";"11";"38";"-";"974";"55";"971";"14";"104";"-";"14";"-";"2574";"105";"1973";"15";"232";"-";"38";"2123";"229";"262";"201";"334";"247";"307";"543";"761982180";"510885546";"2";"16";"3";"66";"61";"10";"0";"0";"153";"6";"63";"155";"37";"27";"9";"49";"59";"1";"0";"0";"444";"15";"64";"4";"6";"14";"1";"67";"117";"45";"61";"109";"82"
"181";"259010";"259010";"34";"6";"2";"77";"760";"616";"489";"199";"78";"14";"90";"1133";"1405";"1312";"571";"300";"54";"-";"1025";"247";"935";"-";"-";"12";"14";"-";"2726";"548";"1421";"-";"-";"116";"54";"-";"1261";"35";"389";"121";"413";"-";"14";"-";"3089";"66";"759";"232";"665";"-";"54";"1977";"180";"279";"193";"338";"213";"233";"544";"746200345";"750732679";"6";"16";"7";"31";"39";"7";"0";"0";"148";"7";"43";"124";"20";"11";"8";"22";"49";"1";"0";"0";"696";"13";"44";"11";"4";"5";"1";"66";"100";"60";"74";"87";"68"
"181";"261001";"261001";"35";"6";"2";"7";"180";"216";"255";"122";"79";"1";"8";"265";"499";"670";"363";"255";"2";"-";"611";"166";"30";"-";"50";"2";"1";"-";"1618";"322";"45";"-";"73";"2";"2";"-";"754";"1";"55";"14";"35";"-";"1";"-";"1855";"2";"91";"22";"90";"-";"2";"864";"24";"66";"58";"99";"95";"147";"372";"421470651";"554784975";"1";"10";"1";"4";"8";"1";"0";"0";"72";"7";"24";"52";"3";"1";"0";"18";"36";"0";"0";"0";"184";"5";"21";"4";"3";"6";"0";"18";"57";"31";"19";"41";"42"
"181";"261002";"261002";"35";"6";"2";"2";"23";"46";"66";"28";"30";"2";"2";"40";"94";"177";"82";"80";"4";"-";"177";"15";"-";"-";"1";"2";"2";"-";"451";"20";"-";"-";"1";"3";"4";"-";"170";"-";"-";"11";"14";"-";"2";"-";"430";"-";"-";"13";"32";"-";"4";"192";"5";"14";"19";"11";"28";"31";"84";"98364229";"129170120";"0";"2";"2";"1";"0";"0";"0";"0";"17";"0";"3";"13";"1";"0";"0";"0";"1";"0";"0";"0";"56";"0";"8";"2";"0";"2";"0";"1";"6";"12";"6";"16";"9"
"181";"261003";"261003";"35";"6";"2";"9";"62";"169";"458";"123";"60";"3";"11";"92";"382";"1320";"377";"211";"11";"-";"718";"152";"9";"-";"-";"2";"3";"-";"2036";"334";"20";"-";"-";"3";"11";"-";"749";"57";"4";"18";"53";"-";"3";"-";"2121";"107";"4";"27";"134";"-";"11";"790";"21";"33";"33";"78";"72";"96";"457";"460471205";"572692261";"1";"4";"3";"1";"2";"0";"0";"0";"52";"0";"8";"25";"4";"1";"0";"11";"40";"0";"0";"0";"150";"2";"26";"8";"0";"0";"0";"16";"39";"19";"11";"54";"31"
"181";"261004";"261004";"35";"6";"2";"1";"80";"215";"379";"161";"91";"6";"4";"111";"452";"1018";"477";"340";"8";"-";"813";"84";"16";"-";"-";"14";"6";"-";"2155";"142";"29";"-";"-";"76";"8";"-";"796";"26";"-";"37";"66";"2";"6";"-";"2094";"39";"-";"92";"174";"3";"8";"898";"31";"69";"61";"118";"100";"153";"366";"414429398";"676817274";"4";"4";"7";"2";"7";"1";"0";"0";"93";"3";"14";"49";"4";"4";"0";"10";"27";"0";"0";"0";"302";"5";"21";"7";"1";"6";"0";"22";"55";"23";"23";"41";"35"
"181";"261005";"261005";"35";"6";"2";"-";"22";"133";"156";"64";"53";"3";"-";"36";"290";"432";"179";"173";"32";"-";"408";"6";"-";"-";"-";"14";"3";"-";"1089";"7";"-";"-";"-";"14";"32";"-";"370";"1";"-";"9";"48";"-";"3";"-";"998";"8";"-";"14";"90";"-";"32";"491";"14";"38";"33";"57";"55";"85";"212";"239509330";"315267926";"1";"6";"1";"3";"5";"1";"0";"0";"41";"4";"14";"31";"3";"2";"0";"11";"21";"0";"0";"0";"105";"3";"12";"3";"2";"4";"0";"11";"33";"19";"11";"24";"24"
"181";"263001";"263001";"35";"6";"2";"5";"53";"209";"339";"146";"61";"3";"5";"72";"505";"985";"461";"217";"9";"-";"725";"73";"11";"-";"2";"2";"3";"-";"2114";"102";"23";"-";"2";"4";"9";"-";"731";"21";"-";"16";"40";"5";"3";"-";"2087";"31";"-";"17";"105";"5";"9";"721";"18";"34";"36";"61";"75";"135";"362";"366099346";"383691764";"1";"11";"4";"4";"4";"0";"0";"0";"57";"1";"12";"27";"2";"0";"0";"18";"27";"0";"0";"0";"120";"3";"22";"6";"2";"2";"1";"23";"56";"31";"27";"39";"44"
"181";"263002";"263002";"35";"6";"2";"42";"303";"418";"547";"173";"51";"5";"46";"415";"1027";"1586";"524";"164";"20";"-";"984";"308";"150";"-";"13";"79";"5";"-";"2797";"534";"307";"-";"29";"95";"20";"-";"1014";"39";"303";"2";"108";"68";"5";"-";"2831";"56";"561";"4";"233";"77";"20";"1491";"102";"163";"113";"201";"145";"243";"524";"612154687";"581458305";"3";"9";"4";"12";"26";"3";"0";"0";"113";"5";"47";"105";"7";"14";"0";"39";"49";"1";"0";"0";"313";"5";"35";"17";"5";"8";"0";"41";"98";"35";"44";"70";"57"
"181";"263003";"263003";"35";"6";"2";"-";"13";"120";"167";"68";"35";"4";"-";"18";"278";"476";"203";"130";"7";"-";"387";"8";"3";"-";"-";"5";"4";"-";"1075";"10";"6";"-";"-";"14";"7";"-";"364";"-";"-";"6";"33";"-";"4";"-";"1004";"-";"-";"8";"93";"-";"7";"499";"5";"24";"27";"53";"59";"85";"246";"249002233";"249692695";"1";"3";"3";"4";"3";"1";"0";"0";"29";"1";"6";"35";"3";"3";"0";"17";"15";"1";"0";"0";"75";"5";"10";"4";"3";"0";"0";"20";"45";"14";"12";"31";"12"
"181";"263004";"263004";"35";"6";"2";"1";"10";"38";"33";"24";"30";"1";"4";"20";"97";"86";"77";"104";"1";"-";"118";"2";"11";"-";"-";"5";"1";"-";"335";"9";"32";"-";"-";"12";"1";"-";"109";"-";"-";"-";"27";"-";"1";"-";"312";"-";"-";"-";"76";"-";"1";"134";"2";"11";"5";"12";"16";"20";"68";"67551928";"66690241";"0";"2";"0";"1";"2";"0";"0";"0";"10";"0";"1";"5";"2";"0";"0";"2";"12";"0";"0";"0";"28";"0";"5";"1";"2";"0";"1";"3";"10";"5";"0";"8";"4"
"181";"263005";"263005";"35";"6";"2";"1";"17";"155";"260";"102";"47";"2";"1";"30";"378";"751";"327";"168";"7";"-";"579";"-";"-";"-";"1";"2";"2";"-";"1650";"-";"-";"-";"1";"4";"7";"-";"561";"-";"-";"1";"20";"-";"2";"-";"1590";"-";"-";"1";"64";"-";"7";"581";"6";"26";"28";"51";"61";"138";"271";"289944125";"341607124";"1";"6";"1";"7";"6";"0";"0";"0";"50";"3";"10";"29";"1";"1";"0";"13";"25";"0";"0";"0";"84";"4";"20";"5";"2";"4";"0";"21";"38";"17";"17";"44";"29"
"181";"265001";"265001";"33";"6";"2";"134";"1110";"901";"417";"134";"84";"11";"151";"1545";"1788";"1084";"383";"352";"114";"-";"426";"159";"2119";"38";"-";"38";"11";"-";"1217";"367";"3524";"53";"-";"142";"114";"-";"1029";"200";"314";"59";"1062";"116";"11";"-";"2334";"371";"532";"99";"1779";"188";"114";"2776";"277";"362";"297";"532";"335";"298";"675";"1013001032";"876188508";"10";"10";"4";"57";"55";"3";"0";"0";"153";"5";"60";"155";"45";"8";"3";"45";"65";"0";"0";"0";"817";"14";"51";"11";"8";"9";"1";"88";"94";"48";"95";"138";"52"
"181";"265002";"265002";"33";"6";"2";"137";"920";"1033";"534";"189";"95";"-";"149";"1262";"2174";"1381";"526";"410";"-";"-";"1182";"274";"1414";"26";"-";"12";"-";"-";"3064";"655";"2029";"27";"-";"127";"-";"-";"1465";"73";"246";"10";"1012";"102";"-";"-";"3606";"132";"519";"78";"1423";"144";"-";"2923";"230";"401";"297";"519";"318";"305";"853";"1156564635";"1797181163";"3";"21";"7";"26";"36";"6";"0";"0";"238";"12";"63";"156";"21";"12";"2";"21";"78";"0";"0";"0";"1182";"14";"72";"8";"7";"13";"0";"42";"94";"68";"58";"107";"86"
"181";"265003";"265003";"33";"6";"2";"345";"1422";"1425";"494";"114";"37";"27";"410";"2007";"3602";"1494";"368";"307";"48";"-";"1119";"723";"1790";"172";"-";"33";"27";"-";"3022";"1623";"3078";"219";"-";"246";"48";"-";"1524";"382";"1096";"179";"445";"211";"27";"-";"3805";"689";"2322";"380";"683";"309";"48";"4372";"682";"692";"512";"890";"464";"401";"728";"1297610236";"759248671";"11";"29";"9";"116";"158";"28";"0";"0";"243";"25";"234";"409";"80";"46";"6";"47";"87";"0";"0";"0";"1001";"28";"105";"12";"35";"40";"1";"125";"158";"64";"153";"231";"82"
"181";"265004";"265004";"33";"6";"2";"296";"1188";"788";"235";"59";"13";"1";"332";"1889";"1951";"696";"176";"48";"1";"-";"523";"169";"1625";"251";"-";"11";"1";"-";"1411";"377";"2960";"319";"-";"25";"1";"-";"907";"255";"481";"19";"727";"190";"1";"-";"2202";"368";"1074";"48";"1145";"255";"1";"2500";"343";"354";"243";"475";"331";"274";"480";"780192439";"598578807";"8";"20";"9";"73";"63";"7";"0";"0";"146";"10";"55";"184";"53";"33";"4";"36";"67";"1";"0";"0";"554";"15";"58";"8";"25";"23";"1";"83";"88";"41";"82";"126";"53"
"181";"265005";"265005";"33";"6";"2";"166";"1769";"743";"429";"157";"22";"7";"179";"2728";"1812";"1111";"433";"114";"7";"-";"845";"20";"2279";"137";"-";"5";"7";"-";"2197";"41";"3929";"149";"-";"61";"7";"-";"1195";"282";"1158";"10";"525";"116";"7";"-";"2747";"396";"2120";"65";"849";"200";"7";"3297";"383";"461";"398";"682";"395";"340";"638";"1050753163";"919137561";"13";"17";"4";"93";"102";"13";"0";"0";"221";"9";"97";"247";"51";"27";"1";"48";"64";"0";"0";"0";"799";"24";"54";"14";"16";"22";"1";"120";"133";"67";"123";"153";"81"
"181";"265006";"265006";"33";"6";"2";"254";"501";"1056";"798";"445";"208";"10";"269";"778";"2595";"2212";"1269";"721";"32";"-";"1609";"1070";"305";"265";"-";"13";"10";"-";"4374";"2465";"528";"315";"-";"162";"32";"-";"1982";"166";"747";"17";"314";"36";"10";"-";"5312";"283";"1421";"59";"681";"88";"32";"2977";"180";"224";"162";"385";"307";"348";"1371";"1545383559";"2243988854";"4";"25";"7";"45";"37";"7";"0";"0";"221";"5";"69";"168";"18";"10";"2";"30";"97";"0";"0";"0";"750";"13";"95";"13";"12";"21";"2";"46";"125";"55";"41";"103";"124"
"181";"265007";"265007";"33";"6";"2";"17";"245";"741";"507";"175";"43";"-";"17";"378";"1861";"1410";"497";"128";"-";"-";"873";"798";"23";"17";"-";"17";"-";"-";"2317";"1889";"25";"17";"-";"43";"-";"-";"1229";"233";"214";"12";"39";"1";"-";"-";"3266";"442";"454";"26";"102";"1";"-";"1735";"56";"119";"112";"230";"222";"270";"726";"795382116";"861284553";"4";"12";"2";"14";"18";"2";"0";"0";"165";"14";"42";"114";"10";"3";"0";"25";"60";"1";"0";"0";"319";"16";"58";"9";"7";"13";"1";"33";"73";"34";"19";"84";"60"
"181";"265008";"265008";"33";"6";"2";"14";"79";"248";"382";"113";"38";"3";"15";"124";"622";"1077";"369";"141";"9";"-";"656";"194";"8";"12";"-";"4";"3";"-";"1879";"426";"19";"12";"-";"12";"9";"-";"664";"43";"117";"5";"44";"1";"3";"-";"1885";"92";"236";"15";"116";"4";"9";"776";"35";"43";"39";"71";"63";"132";"393";"380142846";"427854567";"1";"6";"2";"3";"5";"4";"0";"0";"66";"1";"20";"44";"6";"4";"2";"6";"38";"0";"0";"0";"156";"6";"24";"2";"4";"4";"0";"10";"46";"33";"14";"36";"39"
"181";"265009";"265009";"33";"6";"2";"13";"23";"146";"153";"51";"33";"-";"16";"48";"378";"414";"173";"147";"-";"-";"381";"12";"17";"6";"-";"3";"-";"-";"1080";"26";"38";"6";"-";"26";"-";"-";"373";"-";"-";"5";"33";"8";"-";"-";"1045";"-";"-";"33";"80";"18";"-";"438";"18";"33";"24";"52";"51";"80";"180";"207013428";"424835219";"2";"1";"0";"4";"9";"0";"0";"0";"49";"2";"12";"31";"3";"2";"0";"12";"17";"0";"0";"0";"117";"3";"17";"2";"2";"3";"0";"6";"23";"21";"16";"19";"22"
