"","valgstedid","vsnavn","kredsnavn","adrstring","lon","lat","zip","muninum"
"1038",740030,"Them","6. Silkeborg Syd","Them,  Silkeborg Syd, Denmark",9.548351,56.092279,8653,740
"1039",740031,"Vestergadehallen","6. Silkeborg Syd","Vestergadehallen,  Silkeborg Syd, Denmark",NA,NA,NA,NA
"1040",740032,"Virklund","6. Silkeborg Syd","Virklund,  Silkeborg Syd, Denmark",9.559089,56.130797,8600,740
"1041",741001,"Tranebjerg","9. Skanderborg","Tranebjerg,  Skanderborg, Denmark",9.9297989,56.037247,8660,746
"1042",741002,"Nordby","9. Skanderborg","Nordby,  Skanderborg, Denmark",9.9297989,56.037247,8660,746
"1043",746001,"Ejer Bavnehøj","9. Skanderborg","Ejer Bavnehøj,  Skanderborg, Denmark",9.8306501,55.9770665,8660,746
"1044",746002,"Galten","9. Skanderborg","Galten,  Skanderborg, Denmark",9.907665,56.154126,8464,746
"1045",746003,"Gl. Rye","9. Skanderborg","Gl Rye,  Skanderborg, Denmark",9.69787,56.074078,8680,746
"1046",746004,"Hørning","9. Skanderborg","Hørning,  Skanderborg, Denmark",10.037798,56.087627,8362,746
"1047",746005,"Låsby","9. Skanderborg","Låsby,  Skanderborg, Denmark",9.808828,56.151738,8670,746
"1048",746006,"Morten Børup","9. Skanderborg","Morten Børup,  Skanderborg, Denmark",9.923182,56.035156,8660,746
"1049",746007,"Niels Ebbesen","9. Skanderborg","Niels Ebbesen,  Skanderborg, Denmark",9.9341972,56.0451865,8660,746
"1050",746008,"Ry","9. Skanderborg","Ry,  Skanderborg, Denmark",9.7665915,56.0906735,8680,746
"1051",746009,"Skovby","9. Skanderborg","Skovby,  Skanderborg, Denmark",9.949989,56.159837,8464,746
"1052",746010,"Stilling","9. Skanderborg","Stilling,  Skanderborg, Denmark",9.986171,56.058218,8660,746
"1053",746011,"Stjær","9. Skanderborg","Stjær,  Skanderborg, Denmark",9.953814,56.118417,8464,746
"1054",746012,"Virring","9. Skanderborg","Virring,  Skanderborg, Denmark",10.03355,56.031216,8660,746
"1055",751001,"Frederiksbjerg Hallerne","1. Århus Syd","Frederiksbjerg Hallerne,  �rhus Syd, Denmark",10.2002028,56.1448463,8000,751
"1056",751002,"Lokalcenter Fr.Bjerg/Langenæs","1. Århus Syd","Lokalcenter FrBjerg/Langen�s,  �rhus Syd, Denmark",NA,NA,NA,NA
"1057",751003,"Rundhøjhallen,Holme","1. Århus Syd","Rundh�jhallen,Holme,  �rhus Syd, Denmark",NA,NA,NA,NA
"1058",751004,"Kragelundskolen,Højbjerg","1. Århus Syd","Kragelundskolen,H�jbjerg,  �rhus Syd, Denmark",10.200594,56.11519,8270,751
"1059",751006,"Tranbjerg Skole","1. Århus Syd","Tranbjerg Skole,  �rhus Syd, Denmark",10.1389253,56.0875258,8310,751
"1060",751007,"Rosenvangskolen,Viby J","2. Århus Vest","Rosenvangskolen,Viby J,  �rhus Vest, Denmark",10.1826711,56.1312018,8260,751
"1061",751008,"Viby Hallen","2. Århus Vest","Viby Hallen,  �rhus Vest, Denmark",NA,NA,NA,NA
"1062",751009,"Beder Skole","1. Århus Syd","Beder Skole,  �rhus Syd, Denmark",10.2111856,56.0631681,8330,751
"1063",751011,"Malling Skole","1. Århus Syd","Malling Skole,  �rhus Syd, Denmark",10.2111856,56.0631681,8330,751
"1064",751012,"Mårslet Skole","1. Århus Syd","M�rslet Skole,  �rhus Syd, Denmark",10.2111856,56.0631681,8330,751
"1065",751013,"Solbjergskolen","1. Århus Syd","Solbjergskolen,  �rhus Syd, Denmark",10.084387,56.042567,8355,751
"1066",751016,"Ormslev Præstegård","2. Århus Vest","Ormslev Pr�steg�rd,  �rhus Vest, Denmark",NA,NA,NA,NA
"1067",751018,"Hasselager Hallen","2. Århus Vest","Hasselager Hallen,  �rhus Vest, Denmark",10.082407,56.10946,8361,751
"1068",751019,"Højvangskolen,Stavtrup","2. Århus Vest","H�jvangskolen,Stavtrup,  �rhus Vest, Denmark",10.113768,56.1300155,8260,751
"1069",751021,"Rådhushallen","4. Århus Øst","R�dhushallen,  �rhus �st, Denmark",NA,NA,NA,NA
"1070",751022,"Gammelgårdskolen,Åbyhøj","3. Århus Nord","Gammelg�rdskolen,�byh�j,  �rhus Nord, Denmark",10.156984,56.159365,8230,751
"1071",751023,"Hasle Skole","3. Århus Nord","Hasle Skole,  �rhus Nord, Denmark",10.1638021,56.1686119,8210,751
"1072",751024,"Brabrand Hallen,Brabrand","2. Århus Vest","Brabrand Hallen,Brabrand,  �rhus Vest, Denmark",NA,NA,NA,NA
"1073",751025,"Globus 1, Brabrand","2. Århus Vest","Globus  Brabrand,  �rhus Vest, Denmark",10.1423858,56.1582036,8220,751
"1074",751026,"Skjoldhøjskolen","2. Århus Vest","Skjoldh�jskolen,  �rhus Vest, Denmark",10.1149482,56.1743144,8381,751
"1075",751028,"Tilst Skole,Tilst","2. Århus Vest","Tilst Skole,Tilst,  �rhus Vest, Denmark",10.1077123,56.1880867,8381,751
"1076",751030,"Næshøj Hallen, Harlev","2. Århus Vest","N�sh�j Hallen, Harlev,  �rhus Vest, Denmark",9.9970793,56.1446536,8462,751
"1077",751031,"Borum Forsamlingshus","2. Århus Vest","Borum Forsamlingshus,  �rhus Vest, Denmark",NA,NA,NA,NA
"1078",751033,"Sabro-Korsvejskolen,Sabro","2. Århus Vest","Sabro-Korsvejskolen,Sabro,  �rhus Vest, Denmark",10.023611,56.211784,8471,751
"1079",751041,"Samsøgades Skole","4. Århus Øst","Sams�gades Skole,  �rhus �st, Denmark",10.2026842,56.162278,8000,751
"1080",751042,"Skovvangskolen","3. Århus Nord","Skovvangskolen,  �rhus Nord, Denmark",10.208847,56.1751938,8200,751
"1081",751043,"Møllevangskolen","3. Århus Nord","M�llevangskolen,  �rhus Nord, Denmark",10.1832038,56.1649116,8210,751
"1082",751044,"Lisbjergskolen","3. Århus Nord","Lisbjergskolen,  �rhus Nord, Denmark",NA,NA,NA,NA
"1083",751045,"Bellevue-Hallen","4. Århus Øst","Bellevue-Hallen,  �rhus �st, Denmark",10.247143,56.193846,8240,751
"1084",751047,"Lystrup Skole","3. Århus Nord","Lystrup Skole,  �rhus Nord, Denmark",10.2781716,56.2089915,8250,751
"1085",751048,"Virupskolen,Hjortshøj","4. Århus Øst","Virupskolen,Hjortsh�j,  �rhus �st, Denmark",NA,NA,NA,NA
"1086",751049,"Sølystskolen,Egå","4. Århus Øst","S�lystskolen,Eg�,  �rhus �st, Denmark",10.283211,56.211717,8250,751
"1087",751050,"Skæring Skole","4. Århus Øst","Sk�ring Skole,  �rhus �st, Denmark",10.2781716,56.2089915,8250,751
"1088",751051,"Skødstrup Hallen","4. Århus Øst","Sk�dstrup Hallen,  �rhus �st, Denmark",NA,NA,NA,NA
"1089",751053,"Bjørnshøjcentret,Trige","3. Århus Nord","Bj�rnsh�jcentret,Trige,  �rhus Nord, Denmark",NA,NA,NA,NA
"1090",751055,"Spørring Fælleshus","3. Århus Nord","Sp�rring F�lleshus,  �rhus Nord, Denmark",NA,NA,NA,NA
"1091",751056,"Hårup Hallen","3. Århus Nord","H�rup Hallen,  �rhus Nord, Denmark",NA,NA,NA,NA
"1092",751061,"Vejlby Risskov Hallen","4. Århus Øst","Vejlby Risskov Hallen,  �rhus �st, Denmark",10.2077683,56.1927056,8240,751
"1093",751062,"Søndervangskolen,Viby J","2. Århus Vest","S�ndervangskolen,Viby J,  �rhus Vest, Denmark",NA,NA,NA,NA
"1094",751063,"Center -10 (Frydenlundskolen)","3. Århus Nord","Center - (Frydenlundskolen),  �rhus Nord, Denmark",10.1741057,56.1635132,8210,751
"1095",751064,"Åby Skole","2. Århus Vest","�by Skole,  �rhus Vest, Denmark",10.2114429,56.155468,8000,751
"1096",751065,"Ellevangskolen,Risskov","4. Århus Øst","Ellevangskolen,Risskov,  �rhus �st, Denmark",10.2179638,56.2034085,8240,751
"1097",751066,"Skåde Skole","1. Århus Syd","Sk�de Skole,  �rhus Syd, Denmark",10.2114429,56.155468,8000,751
"1098",751067,"Katrinebjergskolen","3. Århus Nord","Katrinebjergskolen,  �rhus Nord, Denmark",10.1961819,56.1737699,8200,751
"1099",751068,"Vorrevangskolen","3. Århus Nord","Vorrevangskolen,  �rhus Nord, Denmark",10.1993681,56.1856812,8200,751
"1100",756001,"Ejstrup","7. Ikast","Ejstrup,  Ikast, Denmark",9.2153056,56.0791112,7430,756
"1101",756002,"Gludsted","7. Ikast","Gludsted,  Ikast, Denmark",9.2561091,56.0723131,7430,756
"1102",756003,"Nørre-Snede","7. Ikast","Nørre-Snede,  Ikast, Denmark",9.3927797,55.9650638,8766,756
"1103",756004,"Hampen","7. Ikast","Hampen,  Ikast, Denmark",9.355584,56.018296,7362,756
"1104",756005,"Klovborg","7. Ikast","Klovborg,  Ikast, Denmark",9.492799,55.931336,8765,756
"1105",756006,"Pårup","7. Ikast","Pårup,  Ikast, Denmark",9.349422,56.136468,7442,756
"1106",756007,"Brande By","7. Ikast","Brande By,  Ikast, Denmark",9.154597,56.136371,7430,756
"1107",756008,"Blåhøj","7. Ikast","Blåhøj,  Ikast, Denmark",9.033243,55.874511,7330,756
"1108",756009,"Uhre","7. Ikast","Uhre,  Ikast, Denmark",9.137651,56.119956,7430,756
"1109",756010,"Drantum","7. Ikast","Drantum,  Ikast, Denmark",9.105693,55.91481,7330,756
"1110",756011,"Ikast","7. Ikast","Ikast,  Ikast, Denmark",9.154597,56.136371,7430,756
"1111",756012,"Isenvad","7. Ikast","Isenvad,  Ikast, Denmark",9.205162,56.098356,7430,756
"1112",756013,"Bording","7. Ikast","Bording,  Ikast, Denmark",9.276602,56.144374,7441,756
"1113",756014,"Agerskov-Stubkjær","7. Ikast","Agerskov-Stubkjær,  Ikast, Denmark",9.154597,56.136371,7430,756
"1114",756015,"Engesvang","7. Ikast","Engesvang,  Ikast, Denmark",9.349179,56.170154,7442,756
"1115",760001,"Tarm","11. Ringkøbing","Tarm,  Ringk�bing, Denmark",8.520293,55.9066,6880,760
"1116",760002,"Holmsland","11. Ringkøbing","Holmsland,  Ringk�bing, Denmark",8.1235651,56.0903367,6950,760
"1117",760003,"Hoven","11. Ringkøbing","Hoven,  Ringk�bing, Denmark",8.762796,55.851362,6880,760
"1118",760005,"Lyne","11. Ringkøbing","Lyne,  Ringk�bing, Denmark",8.493355,55.800878,6880,760
"1119",760008,"Bork","11. Ringkøbing","Bork,  Ringk�bing, Denmark",8.30645,56.099446,6950,760
"1120",760009,"Lønborg","11. Ringkøbing","L�nborg,  Ringk�bing, Denmark",8.443813,55.903328,6880,760
"1121",760010,"Hvide Sande","11. Ringkøbing","Hvide Sande,  Ringk�bing, Denmark",8.127935,56.011793,6960,760
"1122",760012,"Velling","11. Ringkøbing","Velling,  Ringk�bing, Denmark",8.313427,56.052721,6950,760
"1123",760013,"Ølstrup","11. Ringkøbing","�lstrup,  Ringk�bing, Denmark",8.422993,56.112696,6950,760
"1124",760014,"Ringkøbing","11. Ringkøbing","Ringk�bing,  Ringk�bing, Denmark",8.257633,56.088054,6950,760
"1125",760016,"Hee","11. Ringkøbing","Hee,  Ringk�bing, Denmark",8.2916496,56.1422043,6950,760
"1126",760019,"Stadil","11. Ringkøbing","Stadil,  Ringk�bing, Denmark",8.213276,56.199033,6980,760
"1127",760020,"Højmark","11. Ringkøbing","H�jmark,  Ringk�bing, Denmark",8.4014469,56.054287,6940,760
"1128",760021,"Lem","11. Ringkøbing","Lem,  Ringk�bing, Denmark",8.3877754,56.0294157,6940,760
"1129",760022,"Tim","11. Ringkøbing","Tim,  Ringk�bing, Denmark",8.306523,56.1956,6980,760
"1130",760024,"Skjern","11. Ringkøbing","Skjern,  Ringk�bing, Denmark",8.257633,56.088054,6950,760
"1131",760025,"Borris","11. Ringkøbing","Borris,  Ringk�bing, Denmark",8.647713,55.958293,6900,760
"1132",760026,"Faster","11. Ringkøbing","Faster,  Ringk�bing, Denmark",8.593262,55.985249,6900,760
"1133",760027,"Rækker Mølle","11. Ringkøbing","R�kker M�lle,  Ringk�bing, Denmark",8.5408639,56.021134,6900,760
"1134",760028,"Stauning","11. Ringkøbing","Stauning,  Ringk�bing, Denmark",8.370522,55.96518,6900,760
"1135",760030,"Videbæk","11. Ringkøbing","Videb�k,  Ringk�bing, Denmark",8.626757,56.09002,6920,760
"1136",760031,"Nr.Vium","11. Ringkøbing","NrVium,  Ringk�bing, Denmark",8.7174311,56.0283292,6920,760
"1137",760032,"Troldhede","11. Ringkøbing","Troldhede,  Ringk�bing, Denmark",8.741793,55.993205,6920,760
"1138",760033,"Vorgod-Barde","11. Ringkøbing","Vorgod-Barde,  Ringk�bing, Denmark",8.6303598,56.0987077,6920,760
"1139",760035,"Spjald","11. Ringkøbing","Spjald,  Ringk�bing, Denmark",8.506574,56.127221,6971,760
"1140",766001,"Hedensted, St.Dalby Og Urlev","11. Hedensted","Hedensted, StDalby Og Urlev,  Hedensted, Denmark",9.7452011,55.7683931,8722,766
"1141",766002,"Løsning Sogn","11. Hedensted","L�sning Sogn,  Hedensted, Denmark",9.6996006,55.7741178,8722,766
"1142",766003,"Ø. Snede Sogn","11. Hedensted","� Snede Sogn,  Hedensted, Denmark",9.70228,55.771718,8722,766
"1143",766004,"Daugård Og Ørum Sogne","11. Hedensted","Daug�rd Og �rum Sogne,  Hedensted, Denmark",9.70228,55.771718,8722,766
"1144",766005,"Korning Sogn","11. Hedensted","Korning Sogn,  Hedensted, Denmark",9.70228,55.771718,8722,766
"1145",766006,"Ølsted Og Eriknauer-Området","11. Hedensted","�lsted Og Eriknauer-Omr�det,  Hedensted, Denmark",9.70228,55.771718,8722,766
"1146",766007,"Juelsminde/Klakring","11. Hedensted","Juelsminde/Klakring,  Hedensted, Denmark",9.966194,55.708174,7130,766
"1147",766008,"As","11. Hedensted","As,  Hedensted, Denmark",10.0079145,55.7670208,7130,766
"1148",766010,"Barrit","11. Hedensted","Barrit,  Hedensted, Denmark",9.884672,55.714053,7150,766
"1149",766011,"Bjerre","11. Hedensted","Bjerre,  Hedensted, Denmark",9.855085,55.786107,8783,766
"1150",766012,"Hornsyld","11. Hedensted","Hornsyld,  Hedensted, Denmark",9.855973,55.755502,8783,766
"1151",766013,"Stouby","11. Hedensted","Stouby,  Hedensted, Denmark",9.790619,55.702049,7140,766
"1152",766014,"Rårup","11. Hedensted","R�rup,  Hedensted, Denmark",9.930178,55.774733,7130,766
"1153",766015,"Glud","11. Hedensted","Glud,  Hedensted, Denmark",9.998522,55.807641,7130,766
"1154",766016,"Hjarnø","11. Hedensted","Hjarn�,  Hedensted, Denmark",10.083544,55.8265562,7130,766
"1155",766017,"Rask Mølle","11. Hedensted","Rask M�lle,  Hedensted, Denmark",9.612288,55.871906,8763,766
"1156",766018,"Hvirring","11. Hedensted","Hvirring,  Hedensted, Denmark",9.65587,55.89239,8762,766
"1157",766019,"Hornborg","11. Hedensted","Hornborg,  Hedensted, Denmark",9.665084,55.852931,8762,766
"1158",766020,"Lindved","11. Hedensted","Lindved,  Hedensted, Denmark",9.578431,55.79358,7100,766
"1159",766021,"Tørring","11. Hedensted","T�rring,  Hedensted, Denmark",9.4845234,55.8536684,7160,766
"1160",766022,"Uldum","11. Hedensted","Uldum,  Hedensted, Denmark",9.589485,55.847805,7171,766
"1161",766023,"Aale","11. Hedensted","Aale,  Hedensted, Denmark",9.562375,55.887013,7160,766
"1162",766024,"Ølholm","11. Hedensted","�lholm,  Hedensted, Denmark",9.530276,55.835835,7160,766
"1163",766025,"Hjortsvang","11. Hedensted","Hjortsvang,  Hedensted, Denmark",9.500486,55.888441,7160,766
"1164",773001,"Sejerslev","4. Thisted","Sejerslev,  Thisted, Denmark",8.703492,56.959168,7700,787
"1165",773002,"Flade","4. Thisted","Flade,  Thisted, Denmark",8.2586485,56.7972224,7770,787
"1166",773003,"Bjergby","4. Thisted","Bjergby,  Thisted, Denmark",8.703492,56.959168,7700,787
"1167",773004,"Sundby","4. Thisted","Sundby,  Thisted, Denmark",8.592596,56.889071,7752,787
"1168",773005,"Solbjerg","4. Thisted","Solbjerg,  Thisted, Denmark",8.703492,56.959168,7700,787
"1169",773006,"Thorup","4. Thisted","Thorup,  Thisted, Denmark",9.1270138,57.1168397,9690,849
"1170",773007,"Ø. Jølby","4. Thisted","� J�lby,  Thisted, Denmark",8.650311,56.826595,7950,773
"1171",773008,"Erslev","4. Thisted","Erslev,  Thisted, Denmark",8.7507711,56.8296756,7950,773
"1172",773009,"Tødsø","4. Thisted","Tødsø,  Thisted, Denmark",8.703492,56.959168,7700,787
"1173",773010,"Frøslev","4. Thisted","Frøslev,  Thisted, Denmark",8.703492,56.959168,7700,787
"1174",773011,"Tæbring","4. Thisted","Tæbring,  Thisted, Denmark",8.703492,56.959168,7700,787
"1175",773012,"Fredsø","4. Thisted","Fredsø,  Thisted, Denmark",8.703492,56.959168,7700,787
"1176",773013,"Vils","4. Thisted","Vils,  Thisted, Denmark",8.703492,56.959168,7700,787
"1177",773014,"Karby","4. Thisted","Karby,  Thisted, Denmark",8.560238,56.753254,7960,773
"1178",773015,"Redsted","4. Thisted","Redsted,  Thisted, Denmark",8.650421,56.739945,7970,773
"1179",773016,"Ørding","4. Thisted","Ørding,  Thisted, Denmark",8.703492,56.959168,7700,787
"1180",773017,"Ø. Assels","4. Thisted","� Assels,  Thisted, Denmark",8.703492,56.959168,7700,787
"1181",773018,"Nykøbing","4. Thisted","Nykøbing,  Thisted, Denmark",8.8574417,56.7955597,7900,773
"1182",779001,"Aakjær","2. Skive","Aakjær,  Skive, Denmark",9.022482,56.566533,7800,779
"1183",779002,"Skivehus","2. Skive","Skivehus,  Skive, Denmark",9.0370757,56.5814952,7800,779
"1184",779003,"Brårup","2. Skive","Brårup,  Skive, Denmark",9.0404,56.548403,7800,779
"1185",779004,"Højslev","2. Skive","Højslev,  Skive, Denmark",9.135541,56.582635,7840,779
"1186",779005,"Ørslevkloster","2. Skive","Ørslevkloster,  Skive, Denmark",9.217986,56.599243,7840,779
"1187",779006,"Rønbjerg","2. Skive","Rønbjerg,  Skive, Denmark",8.934431,56.534703,7800,779
"1188",779007,"Hem","2. Skive","Hem,  Skive, Denmark",8.958725,56.595561,7800,779
"1189",779008,"Lihme","2. Skive","Lihme,  Skive, Denmark",8.731763,56.600075,7860,779
"1190",779009,"Oddense - Otting","2. Skive","Oddense - Otting,  Skive, Denmark",8.904679,56.6487262,7860,779
"1191",779010,"Rødding","2. Skive","Rødding,  Skive, Denmark",8.808999,56.644795,7860,779
"1192",779011,"Glyngøre","2. Skive","Glyngøre,  Skive, Denmark",8.87571,56.756884,7870,779
"1193",779012,"Durup","2. Skive","Durup,  Skive, Denmark",8.950585,56.744028,7870,779
"1194",779013,"Roslev","2. Skive","Roslev,  Skive, Denmark",8.985066,56.702825,7870,779
"1195",779014,"Jebjerg-Lyby","2. Skive","Jebjerg-Lyby,  Skive, Denmark",9.008249,56.6546767,7870,779
"1196",779015,"Balling","2. Skive","Balling,  Skive, Denmark",8.878765,56.615024,7860,779
"1197",779016,"Breum","2. Skive","Breum,  Skive, Denmark",9.068589,56.687859,7870,779
"1198",779017,"Håsum-Ramsing","2. Skive","Håsum-Ramsing,  Skive, Denmark",8.8528377,56.6037553,7860,779
"1199",779018,"Selde","2. Skive","Selde,  Skive, Denmark",9.046244,56.780021,7870,779
"1200",779019,"Lem-Vejby","2. Skive","Lem-Vejby,  Skive, Denmark",8.792677,56.6038122,7860,779
"1201",779020,"Fur","2. Skive","Fur,  Skive, Denmark",9.0190386,56.8264232,7884,779
"1202",787001,"Thisted By","4. Thisted","Thisted By,  Thisted, Denmark",8.703492,56.959168,7700,787
"1203",787002,"Harring-Stagstrup","4. Thisted","Harring-Stagstrup,  Thisted, Denmark",8.5871739,56.872757,7752,787
"1204",787003,"Hillerslev-Kåstrup","4. Thisted","Hillerslev-Kåstrup,  Thisted, Denmark",8.7069997,57.0176913,7700,787
"1205",787004,"Hundborg-Jannerup","4. Thisted","Hundborg-Jannerup,  Thisted, Denmark",8.4952813,56.9345681,7700,787
"1206",787005,"Vorupør","4. Thisted","Vorupør,  Thisted, Denmark",8.3821275,56.953218,7700,787
"1207",787006,"Nors-Tved","4. Thisted","Nors-Tved,  Thisted, Denmark",8.6784425,57.0324109,7700,787
"1208",787007,"Sennels","4. Thisted","Sennels,  Thisted, Denmark",8.795407,56.965804,7700,787
"1209",787008,"Sjørring-Thorsted","4. Thisted","Sjørring-Thorsted,  Thisted, Denmark",8.6312153,56.9685686,7700,787
"1210",787009,"Skjoldborg-Kallerup","4. Thisted","Skjoldborg-Kallerup,  Thisted, Denmark",8.5837647,56.9179053,7700,787
"1211",787010,"Snedsted-Nørhå","4. Thisted","Snedsted-Nørhå,  Thisted, Denmark",8.440297,56.902321,7752,787
"1212",787011,"Sønderhå-Hørsted","4. Thisted","Sønderhå-Hørsted,  Thisted, Denmark",8.4834108,56.8709574,7752,787
"1213",787012,"Thisted Landsogn","4. Thisted","Thisted Landsogn,  Thisted, Denmark",8.703492,56.959168,7700,787
"1214",787013,"Vang-Tvorup","4. Thisted","Vang-Tvorup,  Thisted, Denmark",8.4960034,56.9691723,7700,787
"1215",787014,"Skinnerup, V Og Ø Vandet","4. Thisted","Skinnerup, V Og Ø Vandet,  Thisted, Denmark",8.703492,56.959168,7700,787
"1216",787015,"Øsløs, Vesløs Og Arup","4. Thisted","Øsløs, Vesløs Og Arup,  Thisted, Denmark",8.483273,56.893283,7752,787
"1217",787016,"Østerild, Hunstrup","4. Thisted","Østerild, Hunstrup,  Thisted, Denmark",8.8056886,57.0449844,7700,787
"1218",787017,"Hanstholm","4. Thisted","Hanstholm,  Thisted, Denmark",8.617668,57.112861,7730,787
"1219",787018,"Ræhr/Vigsø","4. Thisted","Ræhr/Vigsø,  Thisted, Denmark",8.7208222,57.1063721,7730,787
"1220",787019,"Klitmøller","4. Thisted","Klitmøller,  Thisted, Denmark",8.4932873,57.0400556,7700,787
"1221",787020,"Frøstrup","4. Thisted","Frøstrup,  Thisted, Denmark",8.9935406,57.0868986,7741,787
"1222",787021,"Lild","4. Thisted","Lild,  Thisted, Denmark",9.0293736,57.1269978,7741,787
"1223",787023,"Bedsted","4. Thisted","Bedsted,  Thisted, Denmark",8.4061374,56.8092395,7755,787
"1224",787024,"Hurup","4. Thisted","Hurup,  Thisted, Denmark",8.4195679,56.7513337,7760,787
"1225",787025,"Koldby","4. Thisted","Koldby,  Thisted, Denmark",8.526604,56.846174,7752,787
"1226",787026,"Vestervig","4. Thisted","Vestervig,  Thisted, Denmark",8.317716,56.762566,7770,787
"1227",787027,"Ydby","4. Thisted","Ydby,  Thisted, Denmark",8.410997,56.709078,7760,787
"1228",791001,"Frederiks","3. Viborg Vest","Frederiks,  Viborg Vest, Denmark",9.254291,56.341216,7470,791
"1229",791002,"Hald Ege","3. Viborg Vest","Hald Ege,  Viborg Vest, Denmark",9.3458301,56.4126342,8800,791
"1230",791003,"Karup","3. Viborg Vest","Karup,  Viborg Vest, Denmark",9.1676629,56.307765,7470,791
"1231",791004,"Løgstrup","3. Viborg Vest","Løgstrup,  Viborg Vest, Denmark",9.33389,56.510003,8831,791
"1232",791005,"Mønsted","3. Viborg Vest","Mønsted,  Viborg Vest, Denmark",9.189004,56.445096,8800,791
"1233",791006,"Stoholm","3. Viborg Vest","Stoholm,  Viborg Vest, Denmark",9.149108,56.483835,7850,791
"1234",791007,"Vridsted","3. Viborg Vest","Vridsted,  Viborg Vest, Denmark",9.0059539,56.444264,7800,791
"1235",791008,"Viborg","3. Viborg Vest","Viborg,  Viborg Vest, Denmark",9.396347,56.452027,8800,791
"1236",791009,"Bjerringbro Nord","4. Viborg Øst","Bjerringbro Nord,  Viborg �st, Denmark",9.655211,56.377449,8850,791
"1237",791010,"Bjerringbro Syd","4. Viborg Øst","Bjerringbro Syd,  Viborg �st, Denmark",9.655211,56.377449,8850,791
"1238",791011,"Hammershøj","4. Viborg Øst","Hammersh�j,  Viborg �st, Denmark",9.749345,56.500281,8830,791
"1239",791012,"Møldrup","4. Viborg Øst","M�ldrup,  Viborg �st, Denmark",9.5003771,56.6169742,9632,791
"1240",791013,"Overlund","4. Viborg Øst","Overlund,  Viborg �st, Denmark",9.444886,56.454011,8800,791
"1241",791014,"Rødding","4. Viborg Øst","R�dding,  Viborg �st, Denmark",9.507544,56.499675,8830,791
"1242",791015,"Rødkærsbro","4. Viborg Øst","R�dk�rsbro,  Viborg �st, Denmark",9.501775,56.350851,8840,791
"1243",791016,"Skals","4. Viborg Øst","Skals,  Viborg �st, Denmark",9.40245,56.557497,8832,791
"1244",791017,"Ørum","4. Viborg Øst","�rum,  Viborg �st, Denmark",9.62398,56.480722,8830,791
"1245",810001,"Agersted","3. Brønderslev","Agersted,  Br�nderslev, Denmark",10.379485,57.196422,9330,810
"1246",810002,"Asaa","3. Brønderslev","Asaa,  Br�nderslev, Denmark",10.404291,57.148881,9340,810
"1247",810003,"Dronninglund","3. Brønderslev","Dronninglund,  Br�nderslev, Denmark",10.289422,57.158363,9330,810
"1248",810004,"Flauenskjold","3. Brønderslev","Flauenskjold,  Br�nderslev, Denmark",10.2894159,57.249001,9330,810
"1249",810005,"Hjallerup","3. Brønderslev","Hjallerup,  Br�nderslev, Denmark",10.147852,57.166266,9320,810
"1250",810006,"Klokkerholm","3. Brønderslev","Klokkerholm,  Br�nderslev, Denmark",10.154819,57.209834,9320,810
"1251",810010,"Brønderslev","3. Brønderslev","Br�nderslev,  Br�nderslev, Denmark",9.945168,57.270904,9700,810
"1252",810034,"Stenum","3. Brønderslev","Stenum,  Br�nderslev, Denmark",9.864006,57.321363,9700,810
"1253",810040,"Thise","3. Brønderslev","Thise,  Br�nderslev, Denmark",9.803564,57.296732,9700,810
"1254",810050,"Ø. Brønderslev","3. Brønderslev","� Br�nderslev,  Br�nderslev, Denmark",9.945168,57.270904,9700,810
"1255",810056,"Hallund","3. Brønderslev","Hallund,  Br�nderslev, Denmark",10.1031479,57.23956,9700,810
"1256",810070,"Jerslev","3. Brønderslev","Jerslev,  Br�nderslev, Denmark",10.0914248,57.284678,9740,810
"1257",810080,"Serritslev","3. Brønderslev","Serritslev,  Br�nderslev, Denmark",9.973091,57.314456,9700,810
"1258",813001,"Skagen","1. Frederikshavn","Skagen,  Frederikshavn, Denmark",10.579186,57.725004,9990,813
"1259",813002,"Hulsig","1. Frederikshavn","Hulsig,  Frederikshavn, Denmark",10.464544,57.660928,9990,813
"1260",813003,"Ålbæk","1. Frederikshavn","Ålbæk,  Frederikshavn, Denmark",10.4130619,57.5939127,9982,813
"1261",813004,"Jerup","1. Frederikshavn","Jerup,  Frederikshavn, Denmark",10.4183679,57.533272,9981,813
"1262",813005,"Elling","1. Frederikshavn","Elling,  Frederikshavn, Denmark",10.4778643,57.4768018,9900,813
"1263",813006,"Strandby","1. Frederikshavn","Strandby,  Frederikshavn, Denmark",10.494117,57.4937533,9970,813
"1264",813007,"Frederikshavn Nord","1. Frederikshavn","Frederikshavn Nord,  Frederikshavn, Denmark",10.521006,57.442711,9900,813
"1265",813008,"Frederikshavn Midt","1. Frederikshavn","Frederikshavn Midt,  Frederikshavn, Denmark",10.5079646,57.4312635,9900,813
"1266",813009,"Frederikshavn Syd","1. Frederikshavn","Frederikshavn Syd,  Frederikshavn, Denmark",10.521006,57.442711,9900,813
"1267",813010,"Ravnshøj","1. Frederikshavn","Ravnshøj,  Frederikshavn, Denmark",10.425652,57.451636,9900,813
"1268",813011,"Gærum","1. Frederikshavn","Gærum,  Frederikshavn, Denmark",10.434852,57.401927,9900,813
"1269",813012,"Sæby","1. Frederikshavn","Sæby,  Frederikshavn, Denmark",10.5166278,57.3308698,9300,813
