"","valgstedid","vsnavn","kredsnavn","adrstring","lon","lat","zip","muninum"
"266",265006,"Himmelev","8. Roskilde","Himmelev,  Roskilde, Denmark",12.101895,55.659675,4000,265
"267",265007,"Svogerslev","8. Roskilde","Svogerslev,  Roskilde, Denmark",12.01488,55.635065,4000,265
"268",265008,"Vindinge","8. Roskilde","Vindinge,  Roskilde, Denmark",12.137755,55.623336,4000,265
"269",265009,"Vor Frue","8. Roskilde","Vor Frue,  Roskilde, Denmark",12.096393,55.610887,4000,265
"270",265010,"Æblehaven","8. Roskilde","Æblehaven,  Roskilde, Denmark",12.0619099,55.6296212,4000,265
"271",265011,"Gundsølille","8. Roskilde","Gundsølille,  Roskilde, Denmark",12.160245,55.708009,4000,265
"272",265013,"Jyllinge","8. Roskilde","Jyllinge,  Roskilde, Denmark",12.110293,55.748496,4040,265
"273",265014,"Gundsømagle","8. Roskilde","Gundsømagle,  Roskilde, Denmark",12.1512058,55.7375357,4000,265
"274",265015,"Baunehøj","8. Roskilde","Baunehøj,  Roskilde, Denmark",11.96641,55.57056,4320,350
"275",265016,"Gadstrup","8. Roskilde","Gadstrup,  Roskilde, Denmark",12.094667,55.570777,4621,265
"276",265017,"Viby","8. Roskilde","Viby,  Roskilde, Denmark",12.0237975,55.5486377,4130,265
"277",265018,"Snoldelev","8. Roskilde","Snoldelev,  Roskilde, Denmark",12.133256,55.570344,4621,265
"278",265020,"Dåstrup","8. Roskilde","Dåstrup,  Roskilde, Denmark",12.013643,55.557227,4130,265
"279",265021,"Trekroner","8. Roskilde","Trekroner,  Roskilde, Denmark",12.138576,55.6499916,4000,265
"280",269001,"Havdrup","7. Greve","Havdrup,  Greve, Denmark",12.121418,55.546281,4622,269
"281",269004,"Det Nordlige Strandområde","7. Greve","Det Nordlige Strandområde,  Greve, Denmark",12.241408,55.5985117,2670,253
"282",269005,"Det Sydlige Strandområde","7. Greve","Det Sydlige Strandområde,  Greve, Denmark",12.241408,55.5985117,2670,253
"283",270001,"Blistrup","3. Hillerød","Blistrup,  Hiller�d, Denmark",12.300806,55.927909,3400,219
"284",270002,"Esbønderup","3. Hillerød","Esb�nderup,  Hiller�d, Denmark",12.3440309,56.0754625,3250,270
"285",270003,"Valby","3. Hillerød","Valby,  Hiller�d, Denmark",12.2443847,56.0239138,3200,270
"286",270004,"Græsted","3. Hillerød","Gr�sted,  Hiller�d, Denmark",12.285583,56.0652,3230,270
"287",270005,"Annisse","3. Hillerød","Annisse,  Hiller�d, Denmark",12.172798,55.980581,3200,270
"288",270006,"Gilleleje","3. Hillerød","Gilleleje,  Hiller�d, Denmark",12.3422342,56.0202349,3230,270
"289",270007,"Søborg","3. Hillerød","S�borg,  Hiller�d, Denmark",12.5270866,55.6967473,2200,101
"290",270008,"Helsinge","3. Hillerød","Helsinge,  Hiller�d, Denmark",12.196873,56.020813,3200,270
"291",270009,"Mårum","3. Hillerød","M�rum,  Hiller�d, Denmark",12.2386331,56.0111038,3200,270
"292",270010,"Ramløse","3. Hillerød","Raml�se,  Hiller�d, Denmark",12.300806,55.927909,3400,219
"293",270011,"Vejby","3. Hillerød","Vejby,  Hiller�d, Denmark",12.300806,55.927909,3400,219
"294",270012,"Tibirke","3. Hillerød","Tibirke,  Hiller�d, Denmark",12.300806,55.927909,3400,219
"295",306001,"Asnæs","10. Kalundborg","Asn�s,  Kalundborg, Denmark",10.9986111,55.6627778,4400,326
"296",306002,"Fårevejle","10. Kalundborg","F�revejle,  Kalundborg, Denmark",11.4421178,55.8033647,4540,306
"297",306003,"Grevinge","10. Kalundborg","Grevinge,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"298",306004,"Hørve","10. Kalundborg","H�rve,  Kalundborg, Denmark",11.451536,55.752028,4534,306
"299",306005,"Odden","10. Kalundborg","Odden,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"300",306006,"Vig","10. Kalundborg","Vig,  Kalundborg, Denmark",11.1828558,55.7221362,4400,326
"301",306007,"Nykøbing","10. Kalundborg","Nyk�bing,  Kalundborg, Denmark",11.3829532,55.4933325,4291,326
"302",306008,"Rørvig","10. Kalundborg","R�rvig,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"303",306010,"Egebjerg","10. Kalundborg","Egebjerg,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"304",306011,"Højby","10. Kalundborg","H�jby,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"305",306012,"Lumsås","10. Kalundborg","Lums�s,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"306",306013,"Nr. Asmindrup","10. Kalundborg","Nr Asmindrup,  Kalundborg, Denmark",11.1874711,55.6865085,4400,326
"307",316001,"Holbæk Øst","9. Holbæk","Holb�k �st,  Holb�k, Denmark",11.717578,55.7146554,4300,316
"308",316002,"Holbæk Vest","9. Holbæk","Holb�k Vest,  Holb�k, Denmark",11.717578,55.7146554,4300,316
"309",316003,"Holbæk Midt","9. Holbæk","Holb�k Midt,  Holb�k, Denmark",11.7125408,55.7163879,4300,316
"310",316004,"Vipperød","9. Holbæk","Vipper�d,  Holb�k, Denmark",11.7347819,55.669033,4390,316
"311",316005,"Tuse","9. Holbæk","Tuse,  Holb�k, Denmark",11.625044,55.711007,4300,316
"312",316006,"Udby","9. Holbæk","Udby,  Holb�k, Denmark",11.7100329,55.757266,4300,316
"313",316007,"Tølløse","9. Holbæk","T�ll�se,  Holb�k, Denmark",11.764458,55.614538,4340,316
"314",316008,"St. Merløse","9. Holbæk","St Merl�se,  Holb�k, Denmark",11.7008637,55.6948231,4300,316
"315",316009,"Regstrup","9. Holbæk","Regstrup,  Holb�k, Denmark",11.615899,55.674897,4420,316
"316",316010,"Undløse","9. Holbæk","Undl�se,  Holb�k, Denmark",11.587638,55.603692,4340,316
"317",316011,"Jyderup","9. Holbæk","Jyderup,  Holb�k, Denmark",11.408365,55.6615705,4450,316
"318",316012,"Mørkøv","9. Holbæk","M�rk�v,  Holb�k, Denmark",11.501435,55.651708,4440,316
"319",316013,"Svinninge","9. Holbæk","Svinninge,  Holb�k, Denmark",11.461991,55.7216122,4520,316
"320",316014,"Gislinge","9. Holbæk","Gislinge,  Holb�k, Denmark",11.547583,55.732891,4532,316
"321",316015,"Orø","9. Holbæk","Or�,  Holb�k, Denmark",11.8192247,55.7745484,4300,316
"322",320001,"Haslev 01","5. Faxe","Haslev ,  Faxe, Denmark",11.9608589,55.326262,4690,320
"323",320002,"Haslev 02","5. Faxe","Haslev ,  Faxe, Denmark",11.9608589,55.326262,4690,320
"324",320003,"Faxe","5. Faxe","Faxe,  Faxe, Denmark",12.11381,55.255138,4640,320
"325",320004,"Hylleholt","5. Faxe","Hylleholt,  Faxe, Denmark",12.1543819,55.2188157,4654,320
"326",320005,"Karise","5. Faxe","Karise,  Faxe, Denmark",12.1985569,55.306879,4653,320
"327",320006,"Dalby","5. Faxe","Dalby,  Faxe, Denmark",12.061307,55.310259,4690,320
"328",320007,"Rønnede","5. Faxe","Rønnede,  Faxe, Denmark",12.025123,55.256553,4683,320
"329",326001,"Snertinge","10. Kalundborg","Snertinge,  Kalundborg, Denmark",11.3792624,55.7113626,4460,326
"330",326002,"Sejerø","10. Kalundborg","Sejer�,  Kalundborg, Denmark",11.1438679,55.8831492,4592,326
"331",326003,"Svebølle","10. Kalundborg","Sveb�lle,  Kalundborg, Denmark",11.285092,55.651752,4470,326
"332",326004,"Gørlev","10. Kalundborg","G�rlev,  Kalundborg, Denmark",11.226834,55.545382,4281,326
"333",326005,"Kr. Helsinge","10. Kalundborg","Kr Helsinge,  Kalundborg, Denmark",11.1744329,55.4989261,4281,326
"334",326006,"Reersø","10. Kalundborg","Reers�,  Kalundborg, Denmark",11.1100359,55.523111,4281,326
"335",326007,"Svallerup","10. Kalundborg","Svallerup,  Kalundborg, Denmark",11.176254,55.607946,4400,326
"336",326008,"Ubby","10. Kalundborg","Ubby,  Kalundborg, Denmark",11.218885,55.615962,4490,326
"337",326009,"Høng","10. Kalundborg","H�ng,  Kalundborg, Denmark",11.290338,55.507129,4270,326
"338",326010,"Buerup","10. Kalundborg","Buerup,  Kalundborg, Denmark",11.338848,55.594961,4450,326
"339",326011,"Gierslev","10. Kalundborg","Gierslev,  Kalundborg, Denmark",11.32187,55.490784,4270,326
"340",326012,"Kalundborghallen","10. Kalundborg","Kalundborghallen,  Kalundborg, Denmark",11.089188,55.686429,4400,326
"341",326013,"Rynkevang","10. Kalundborg","Rynkevang,  Kalundborg, Denmark",11.1114182,55.6785494,4400,326
"342",326014,"Tømmerup","10. Kalundborg","T�mmerup,  Kalundborg, Denmark",11.150843,55.679598,4400,326
"343",326015,"Årby-Rørby","10. Kalundborg","�rby-R�rby,  Kalundborg, Denmark",11.1391318,55.6475495,4400,326
"344",326016,"Raklev","10. Kalundborg","Raklev,  Kalundborg, Denmark",11.067358,55.695337,4400,326
"345",326017,"Røsnæs","10. Kalundborg","R�sn�s,  Kalundborg, Denmark",10.9611111,55.7375,4400,326
"346",326018,"Ulshøj","10. Kalundborg","Ulsh�j,  Kalundborg, Denmark",11.0832905,55.6862172,4400,326
"347",329001,"Ringsted Nørretorv","11. Ringsted","Ringsted N�rretorv,  Ringsted, Denmark",11.7880673,55.4501839,4100,329
"348",329002,"Bringstrup","11. Ringsted","Bringstrup,  Ringsted, Denmark",11.730106,55.448206,4100,329
"349",329003,"Gyrstinge","11. Ringsted","Gyrstinge,  Ringsted, Denmark",11.685839,55.488353,4100,329
"350",329004,"Benløse","11. Ringsted","Benl�se,  Ringsted, Denmark",11.807364,55.469443,4100,329
"351",329005,"Haraldsted","11. Ringsted","Haraldsted,  Ringsted, Denmark",11.7687069,55.490754,4100,329
"352",329006,"Ringsted Dagmarskolen","11. Ringsted","Ringsted Dagmarskolen,  Ringsted, Denmark",11.78389,55.439248,4100,329
"353",329008,"Jystrup","11. Ringsted","Jystrup,  Ringsted, Denmark",11.8658743,55.5154163,4174,329
"354",329009,"Kværkeby","11. Ringsted","Kv�rkeby,  Ringsted, Denmark",11.873766,55.462635,4100,329
"355",329010,"Vetterslev","11. Ringsted","Vetterslev,  Ringsted, Denmark",11.766028,55.388085,4100,329
"356",329011,"Sneslev","11. Ringsted","Sneslev,  Ringsted, Denmark",11.841942,55.389316,4100,329
"357",329012,"Nordrup","11. Ringsted","Nordrup,  Ringsted, Denmark",11.886953,55.408071,4100,329
"358",329013,"Vigersted","11. Ringsted","Vigersted,  Ringsted, Denmark",11.887562,55.48398,4100,329
"359",329014,"Ørslev","11. Ringsted","�rslev,  Ringsted, Denmark",11.93689,55.387165,4100,329
"360",330001,"Dalmose","12. Slagelse","Dalmose,  Slagelse, Denmark",11.418498,55.292912,4261,330
"361",330002,"Flakkebjerg","12. Slagelse","Flakkebjerg,  Slagelse, Denmark",11.395274,55.312111,4200,330
"362",330003,"Slots Bjergby","12. Slagelse","Slots Bjergby,  Slagelse, Denmark",11.3366209,55.372284,4200,330
"363",330004,"Sørbymagle","12. Slagelse","S�rbymagle,  Slagelse, Denmark",11.440532,55.363197,4200,330
"364",330005,"Korsør Søndre Bydel","12. Slagelse","Kors�r S�ndre Bydel,  Slagelse, Denmark",11.355257,55.403692,4200,330
"365",330006,"Korsør Nordre Bydel","12. Slagelse","Kors�r Nordre Bydel,  Slagelse, Denmark",11.355257,55.403692,4200,330
"366",330007,"Tårnborg","12. Slagelse","T�rnborg,  Slagelse, Denmark",11.1406855,55.3433105,4220,330
"367",330008,"Vemmelev","12. Slagelse","Vemmelev,  Slagelse, Denmark",11.257955,55.362727,4241,330
"368",330009,"Søndermark","12. Slagelse","S�ndermark,  Slagelse, Denmark",11.401329,55.3660466,4200,330
"369",330010,"Rude","12. Slagelse","Rude,  Slagelse, Denmark",11.469648,55.232017,4243,330
"370",330011,"Skælskør Vest","12. Slagelse","Sk�lsk�r Vest,  Slagelse, Denmark",11.296083,55.25233,4230,330
"371",330012,"Agersø","12. Slagelse","Agers�,  Slagelse, Denmark",11.1844452,55.2142547,4230,330
"372",330013,"Boeslunde","12. Slagelse","Boeslunde,  Slagelse, Denmark",11.264716,55.303168,4242,330
"373",330014,"Eggeslevmagle Forsamlingshus","12. Slagelse","Eggeslevmagle Forsamlingshus,  Slagelse, Denmark",11.355257,55.403692,4200,330
"374",330015,"Skælskør Øst","12. Slagelse","Sk�lsk�r �st,  Slagelse, Denmark",11.296083,55.25233,4230,330
"375",330016,"Magleby Forsamlingshus","12. Slagelse","Magleby Forsamlingshus,  Slagelse, Denmark",11.355257,55.403692,4200,330
"376",330017,"Omø","12. Slagelse","Om�,  Slagelse, Denmark",11.1539777,55.1611551,4230,330
"377",330018,"Tjæreby Forsamlingshus","12. Slagelse","Tj�reby Forsamlingshus,  Slagelse, Denmark",11.355257,55.403692,4200,330
"378",330019,"Slagelse Hallen","12. Slagelse","Slagelse Hallen,  Slagelse, Denmark",11.361802,55.401224,4200,330
"379",330020,"Antvorskov","12. Slagelse","Antvorskov,  Slagelse, Denmark",11.369027,55.390094,4200,330
"380",330021,"Vesthallen","12. Slagelse","Vesthallen,  Slagelse, Denmark",11.355257,55.403692,4200,330
"381",330022,"Nordhallen","12. Slagelse","Nordhallen,  Slagelse, Denmark",11.355257,55.403692,4200,330
"382",330024,"Vestermose","12. Slagelse","Vestermose,  Slagelse, Denmark",11.4088033,55.4700532,4200,330
"383",330025,"Stillinge","12. Slagelse","Stillinge,  Slagelse, Denmark",11.2569686,55.4367383,4200,330
"384",330026,"Havrebjerg Heldagsskole","12. Slagelse","Havrebjerg Heldagsskole,  Slagelse, Denmark",11.355257,55.403692,4200,330
"385",336001,"Hårlevhallen","5. Faxe","Hårlevhallen,  Faxe, Denmark",12.11381,55.255138,4640,320
"386",336002,"Strøbyhallen","5. Faxe","Strøbyhallen,  Faxe, Denmark",12.11381,55.255138,4640,320
"387",336003,"Stevnshallen","5. Faxe","Stevnshallen,  Faxe, Denmark",12.11381,55.255138,4640,320
"388",336004,"Harmonien","5. Faxe","Harmonien,  Faxe, Denmark",12.11381,55.255138,4640,320
"389",340001,"Dianalund","11. Ringsted","Dianalund,  Ringsted, Denmark",11.791372,55.442952,4100,329
"390",340002,"Ruds Vedby","11. Ringsted","Ruds Vedby,  Ringsted, Denmark",11.791372,55.442952,4100,329
"391",340004,"Alsted Fjenneslev","11. Ringsted","Alsted Fjenneslev,  Ringsted, Denmark",11.6715845,55.4064927,4173,340
"392",340005,"Sorø","11. Ringsted","Sor�,  Ringsted, Denmark",11.791372,55.442952,4100,329
"393",340006,"Frederiksberg","11. Ringsted","Frederiksberg,  Ringsted, Denmark",11.5899246,55.4432971,4180,340
"394",340008,"Pedersborg","11. Ringsted","Pedersborg,  Ringsted, Denmark",11.5899246,55.4432971,4180,340
"395",340010,"Stenlille","11. Ringsted","Stenlille,  Ringsted, Denmark",11.591681,55.540039,4295,340
"396",350001,"Hyllinge-Lyndby","6. Køge","Hyllinge-Lyndby,  K�ge, Denmark",12.182181,55.457526,4600,259
"397",350002,"Rye","6. Køge","Rye,  K�ge, Denmark",11.970975,55.510489,4140,259
"398",350003,"Sæby-Gershøj","6. Køge","S�by-Gersh�j,  K�ge, Denmark",12.182181,55.457526,4600,259
"399",350004,"Sonnerup","6. Køge","Sonnerup,  K�ge, Denmark",12.093899,55.377449,4682,259
"400",350005,"Glim","6. Køge","Glim,  K�ge, Denmark",12.0913275,55.6264825,4000,265
"401",350006,"Hvalsø","6. Køge","Hvals�,  K�ge, Denmark",11.8610174,55.5943189,4330,350
"402",350008,"Kr.Såby","6. Køge","KrS�by,  K�ge, Denmark",12.182181,55.457526,4600,259
"403",350009,"Gevninge","6. Køge","Gevninge,  K�ge, Denmark",12.182181,55.457526,4600,259
"404",350011,"Lejre","6. Køge","Lejre,  K�ge, Denmark",11.964526,55.601292,4320,350
"405",350012,"Osted","6. Køge","Osted,  K�ge, Denmark",11.9617295,55.5657522,4320,350
"406",360001,"Errindlev","1. Lolland","Errindlev,  Lolland, Denmark",11.49468,54.668442,4895,360
"407",360003,"Holeby","1. Lolland","Holeby,  Lolland, Denmark",11.4649319,54.710697,4960,360
"408",360008,"Sandby","1. Lolland","Sandby,  Lolland, Denmark",11.087225,54.875236,4912,360
"409",360011,"Søllested","1. Lolland","Søllested,  Lolland, Denmark",11.2704649,54.8104619,4920,360
"410",360013,"Maribo","1. Lolland","Maribo,  Lolland, Denmark",11.50737,54.774717,4930,360
"411",360014,"Askø","1. Lolland","Askø,  Lolland, Denmark",11.4928036,54.894788,4930,360
"412",360019,"Østofte","1. Lolland","Østofte,  Lolland, Denmark",11.425617,54.801872,4951,360
"413",360020,"Nakskov Idrætscenter","1. Lolland","Nakskov Idrætscenter,  Lolland, Denmark",11.1353983,54.8357472,4900,360
"414",360021,"Nakskov Stormarkskolen","1. Lolland","Nakskov Stormarkskolen,  Lolland, Denmark",11.1540735,54.8377956,4900,360
"415",360026,"Birket","1. Lolland","Birket,  Lolland, Denmark",11.331738,54.900472,4943,360
"416",360027,"Fejø","1. Lolland","Fejø,  Lolland, Denmark",11.4233008,54.9488266,4944,360
"417",360028,"Femø","1. Lolland","Femø,  Lolland, Denmark",11.5303256,54.972097,4930,360
"418",360029,"Horslunde","1. Lolland","Horslunde,  Lolland, Denmark",11.216608,54.910733,4913,360
"419",360035,"Dannemare","1. Lolland","Dannemare,  Lolland, Denmark",11.187451,54.760748,4983,360
"420",360036,"Rødby","1. Lolland","Rødby,  Lolland, Denmark",11.389576,54.6937,4970,360
"421",360037,"Rødbyhavn","1. Lolland","Rødbyhavn,  Lolland, Denmark",11.356621,54.662743,4970,360
"422",370001,"Fuglebjerg Hallen","4. Næstved","Fuglebjerg Hallen,  N�stved, Denmark",11.759207,55.224613,4700,370
"423",370002,"Everdrup","4. Næstved","Everdrup,  N�stved, Denmark",11.959554,55.204385,4733,370
"424",370003,"Grønbro-Hallen","4. Næstved","Gr�nbro-Hallen,  N�stved, Denmark",11.759207,55.224613,4700,370
"425",370004,"Næstelsø - Mogenstrup","4. Næstved","N�stels� - Mogenstrup,  N�stved, Denmark",11.864618,55.181468,4700,370
"426",370005,"Tybjerg","4. Næstved","Tybjerg,  N�stved, Denmark",11.810172,55.34887,4160,370
"427",370006,"Snesere","4. Næstved","Snesere,  N�stved, Denmark",11.9324429,55.164469,4733,370
"428",370007,"Hammer - Vester Egesborg","4. Næstved","Hammer - Vester Egesborg,  N�stved, Denmark",11.8171873,55.1570149,4700,370
"429",370008,"Fensmark","4. Næstved","Fensmark,  N�stved, Denmark",11.8042779,55.2771809,4684,370
"430",370009,"Holme-Olstrup","4. Næstved","Holme-Olstrup,  N�stved, Denmark",11.846728,55.258996,4684,370
"431",370010,"Toksværd","4. Næstved","Toksv�rd,  N�stved, Denmark",11.878316,55.252656,4684,370
"432",370011,"Glumsø","4. Næstved","Glums�,  N�stved, Denmark",11.687912,55.356229,4171,370
"433",370012,"Sandby","4. Næstved","Sandby,  N�stved, Denmark",11.7439,55.379254,4171,370
"434",370013,"Skelby","4. Næstved","Skelby,  N�stved, Denmark",11.678807,55.314665,4160,370
"435",370014,"Herlufmagle","4. Næstved","Herlufmagle,  N�stved, Denmark",11.751303,55.313832,4160,370
"436",370020,"Ll. Næstved Skole-Karrebækvej","4. Næstved","Ll N�stved Skole-Karreb�kvej,  N�stved, Denmark",11.7112337,55.2144522,4700,370
"437",370021,"Grønnegades Kaserne","4. Næstved","Gr�nnegades Kaserne,  N�stved, Denmark",11.7611486,55.2319207,4700,370
"438",370022,"Kildemarkskolen","4. Næstved","Kildemarkskolen,  N�stved, Denmark",11.7809392,55.2313497,4700,370
"439",370023,"Næstved Hallerne","4. Næstved","N�stved Hallerne,  N�stved, Denmark",11.8682272,55.1784323,4700,370
"440",370024,"Sct. Jørgens Skole","4. Næstved","Sct J�rgens Skole,  N�stved, Denmark",11.7495282,55.2143679,4700,370
"441",370025,"Kalbyrisskolen","4. Næstved","Kalbyrisskolen,  N�stved, Denmark",11.7728664,55.2427719,4700,370
"442",370026,"Ll Næstved Skole-Herlufsholmve","4. Næstved","Ll N�stved Skole-Herlufsholmve,  N�stved, Denmark",11.759207,55.224613,4700,370
"443",370027,"Herlufsholmhallen","4. Næstved","Herlufsholmhallen,  N�stved, Denmark",11.7577506,55.2473049,4700,370
"444",370028,"Sydbyskolen","4. Næstved","Sydbyskolen,  N�stved, Denmark",11.7775488,55.2107696,4700,370
"445",370029,"Rønnebæk","4. Næstved","R�nneb�k,  N�stved, Denmark",11.810904,55.218106,4700,370
"446",370031,"Hyllinge","4. Næstved","Hyllinge,  N�stved, Denmark",11.600549,55.257281,4700,370
"447",370032,"Karrebæk","4. Næstved","Karreb�k,  N�stved, Denmark",11.653487,55.191031,4736,370
"448",376001,"Byen","2. Guldborgsund","Byen,  Guldborgsund, Denmark",11.8740687,54.7670385,4800,376
"449",376002,"Østerbro","2. Guldborgsund","Østerbro,  Guldborgsund, Denmark",12.0319583,54.8678027,4850,376
"450",376003,"Lindeskov","2. Guldborgsund","Lindeskov,  Guldborgsund, Denmark",NA,NA,NA,NA
"451",376004,"Ejegod","2. Guldborgsund","Ejegod,  Guldborgsund, Denmark",11.8618298,54.7798582,4800,376
"452",376005,"Kraghave","2. Guldborgsund","Kraghave,  Guldborgsund, Denmark",11.876132,54.802779,4800,376
"453",376006,"Toreby","2. Guldborgsund","Toreby,  Guldborgsund, Denmark",11.7876049,54.753032,4891,376
"454",376007,"Sundby","2. Guldborgsund","Sundby,  Guldborgsund, Denmark",11.848171,54.76643,4800,376
"455",376008,"Nysted","2. Guldborgsund","Nysted,  Guldborgsund, Denmark",11.733383,54.664537,4880,376
"456",376009,"Øster Ulslev","2. Guldborgsund","Øster Ulslev,  Guldborgsund, Denmark",11.6263016,54.6975139,4894,376
"457",376010,"Nørre Alslev","2. Guldborgsund","Nørre Alslev,  Guldborgsund, Denmark",11.8779491,54.8959756,4840,376
"458",376011,"Nørre Vedby","2. Guldborgsund","Nørre Vedby,  Guldborgsund, Denmark",11.827711,54.929702,4840,376
"459",376012,"Eskilstrup","2. Guldborgsund","Eskilstrup,  Guldborgsund, Denmark",11.8851322,54.8554988,4863,376
"460",376013,"Sakskøbing","2. Guldborgsund","Sakskøbing,  Guldborgsund, Denmark",11.631226,54.798236,4990,376
"461",376014,"Majbølle","2. Guldborgsund","Majbølle,  Guldborgsund, Denmark",11.734466,54.833729,4862,376
"462",376015,"Våbensted","2. Guldborgsund","Våbensted,  Guldborgsund, Denmark",11.581524,54.790786,4990,376
"463",376016,"Stubbekøbing","2. Guldborgsund","Stubbekøbing,  Guldborgsund, Denmark",12.036023,54.888258,4850,376
"464",376017,"Horreby","2. Guldborgsund","Horreby,  Guldborgsund, Denmark",11.993705,54.802117,4800,376
"465",376018,"Idestrup","2. Guldborgsund","Idestrup,  Guldborgsund, Denmark",11.957476,54.741868,4872,376
"466",376019,"Væggerløse","2. Guldborgsund","Væggerløse,  Guldborgsund, Denmark",11.9256689,54.710794,4873,376
"467",376020,"Gedser","2. Guldborgsund","Gedser,  Guldborgsund, Denmark",11.931194,54.574422,4874,376
"468",390001,"Vordingborg","3. Vordingborg","Vordingborg,  Vordingborg, Denmark",11.909363,55.008925,4760,390
"469",390002,"Masnedsund","3. Vordingborg","Masnedsund,  Vordingborg, Denmark",11.8721446,55.0017992,4760,390
"470",390003,"Nyråd","3. Vordingborg","Nyråd,  Vordingborg, Denmark",11.961216,55.002933,4760,390
"471",390004,"Kastrup","3. Vordingborg","Kastrup,  Vordingborg, Denmark",11.899438,55.032882,4760,390
"472",390005,"Bårse","3. Vordingborg","Bårse,  Vordingborg, Denmark",11.95159,55.126022,4720,390
"473",390006,"Lundby","3. Vordingborg","Lundby,  Vordingborg, Denmark",11.8759046,55.1085988,4750,390
"474",390007,"Ørslev","3. Vordingborg","Ørslev,  Vordingborg, Denmark",11.964033,55.042655,4760,390
"475",390008,"Stege","3. Vordingborg","Stege,  Vordingborg, Denmark",12.286917,54.991021,4780,390
"476",390009,"Østmøn","3. Vordingborg","Østmøn,  Vordingborg, Denmark",11.909363,55.008925,4760,390
"477",390010,"Vestmøn","3. Vordingborg","Vestmøn,  Vordingborg, Denmark",12.1524012,54.8829093,4792,390
"478",390011,"Bogø","3. Vordingborg","Bogø,  Vordingborg, Denmark",12.0509789,54.92685,4793,390
"479",390012,"Præstø","3. Vordingborg","Præstø,  Vordingborg, Denmark",12.055145,55.118313,4720,390
"480",390013,"Allerslev","3. Vordingborg","Allerslev,  Vordingborg, Denmark",12.035633,55.081697,4720,390
"481",390014,"Jungshoved","3. Vordingborg","Jungshoved,  Vordingborg, Denmark",12.0645791,55.0544382,4735,390
"482",390015,"Mern","3. Vordingborg","Mern,  Vordingborg, Denmark",12.056782,55.048411,4735,390
"483",390016,"Kalvehave","3. Vordingborg","Kalvehave,  Vordingborg, Denmark",12.167687,54.9984257,4771,390
"484",390017,"Stensved","3. Vordingborg","Stensved,  Vordingborg, Denmark",12.026348,54.998476,4773,390
"485",400001,"Allinge","2. Aakirkeby","Allinge,  Aakirkeby, Denmark",14.920503,55.070084,3720,400
"486",400002,"Østermarie","2. Aakirkeby","Østermarie,  Aakirkeby, Denmark",14.920503,55.070084,3720,400
"487",400003,"Svaneke","2. Aakirkeby","Svaneke,  Aakirkeby, Denmark",14.9224514,55.0716685,3720,400
"488",400004,"Nexø","2. Aakirkeby","Nexø,  Aakirkeby, Denmark",14.9722264,55.0690551,3720,400
"489",400005,"Pedersker","2. Aakirkeby","Pedersker,  Aakirkeby, Denmark",14.99243,55.030893,3720,400
"490",400006,"Aakirkeby","2. Aakirkeby","Aakirkeby,  Aakirkeby, Denmark",14.920503,55.070084,3720,400
"491",400007,"Klemensker","1. Rønne","Klemensker,  R�nne, Denmark",14.7913073,55.2448621,3770,400
"492",400008,"Rønne","1. Rønne","R�nne,  R�nne, Denmark",14.708329,55.101017,3700,400
"493",400009,"Hasle","1. Rønne","Hasle,  R�nne, Denmark",14.7112295,55.124265,3700,400
"494",410001,"Middelfart V","5. Middelfart","Middelfart V,  Middelfart, Denmark",9.747172,55.497204,5500,410
"495",410002,"Middelfart Ø","5. Middelfart","Middelfart Ø,  Middelfart, Denmark",9.747172,55.497204,5500,410
"496",410003,"Strib","5. Middelfart","Strib,  Middelfart, Denmark",9.77788,55.535661,5500,410
"497",410004,"Hyllehøj","5. Middelfart","Hyllehøj,  Middelfart, Denmark",9.7876382,55.4883316,5500,410
"498",410005,"Aulby","5. Middelfart","Aulby,  Middelfart, Denmark",9.8223369,55.500554,5500,410
"499",410006,"Nørre Aaby","5. Middelfart","Nørre Aaby,  Middelfart, Denmark",9.873349,55.472362,5580,410
"500",410007,"Baaring","5. Middelfart","Baaring,  Middelfart, Denmark",9.909763,55.490568,5466,410
"501",410008,"Ejby","5. Middelfart","Ejby,  Middelfart, Denmark",9.9393639,55.4345817,5592,410
"502",410009,"Gelsted","5. Middelfart","Gelsted,  Middelfart, Denmark",9.9733561,55.3988323,5591,410
"503",410010,"Brenderup","5. Middelfart","Brenderup,  Middelfart, Denmark",9.9718267,55.4892666,5464,410
"504",410011,"Fjelsted/Harndrup","5. Middelfart","Fjelsted/Harndrup,  Middelfart, Denmark",10.013285,55.441206,5463,410
"505",411001,"Christiansø","2. Aakirkeby","Christiansø,  Aakirkeby, Denmark",14.920503,55.070084,3720,400
"506",420001,"Assens","4. Assens","Assens,  Assens, Denmark",9.9008188,55.2702263,5610,420
"507",420002,"Ebberup","4. Assens","Ebberup,  Assens, Denmark",9.98401,55.247802,5631,420
"508",420003,"Turup","4. Assens","Turup,  Assens, Denmark",9.991631,55.300498,5610,420
"509",420004,"Salbrovad","4. Assens","Salbrovad,  Assens, Denmark",9.9397219,55.3200505,5610,420
