"year","valgstedid","voters","votes","a","b","c","v","vsnavn","komnavn","kredsnavn","kontanthjaelp","arbejd","boligstoer_kvm","ejer","formue","indkomst","indkomst_80pct","zip","muninum","y","zipy","hp_1yr","hp_2yr","incsupport","hp_1yrposchange","hp_1yrnegchange","hp_2yrposchange","hp_2yrnegchange"
2005,751006,5793,5180,0.368919,0.0571429,0.102896,0.256564,"Tranbjerg Skole","Århus","1. Århus Syd",0.0311721,0.583915,111.853,0.700124,907523,509720,726531,8310,751,5,"8310_5",22.4085,39.1133,0.359459,22.4085,0,39.1133,0
2007,751006,5896,5315,0.349577,0.0336783,0.0980245,0.234807,"Tranbjerg Skole","Århus","1. Århus Syd",0.0311721,0.583915,111.853,0.700124,907523,509720,726531,8310,751,7,"8310_7",9.30549,3.37299,0.332832,9.30549,0,3.37299,0
2011,751006,6327,5757,0.358346,0.0667014,0.0415147,0.253952,"Tranbjerg Skole","Århus","1. Århus Syd",0.0311721,0.583915,111.021,0.65412,907523,509720,726531,8310,751,11,"8310_11",-5.06891,3.10141,0.295466,0,5.06891,3.10141,0
2015,751006,6608,5926,0.347958,0.0298684,0.0254809,0.166217,"Tranbjerg Skole","Århus","1. Århus Syd",0.0311721,0.583915,111.021,0.65412,907523,509720,726531,8310,751,15,"8310_15",13.2156,14.4341,0.377827,13.2156,0,14.4341,0
2005,751007,5231,4600,0.308478,0.112174,0.112174,0.229565,"Rosenvangskolen,Viby J","Århus","2. Århus Vest",0.0333878,0.636413,101.07,0.47275,1.3008e+06,498037,782854,8260,751,5,"8260_5",15.3128,22.6794,0.341739,15.3128,0,22.6794,0
2007,751007,5206,4635,0.275512,0.0688242,0.0947141,0.221575,"Rosenvangskolen,Viby J","Århus","2. Århus Vest",0.0333878,0.636413,101.033,0.472227,1.3008e+06,498037,782854,8260,751,7,"8260_7",1.18789,3.82746,0.316289,1.18789,0,3.82746,0
2011,751007,5296,4769,0.263997,0.1342,0.0488572,0.242399,"Rosenvangskolen,Viby J","Århus","2. Århus Vest",0.0333878,0.636413,101.626,0.465207,1.3008e+06,498037,782854,8260,751,11,"8260_11",-5.52312,-2.4538,0.291256,0,5.52312,0,2.4538
2015,751007,5430,4796,0.271268,0.0811093,0.0354462,0.163678,"Rosenvangskolen,Viby J","Århus","2. Århus Vest",0.0333878,0.636413,101.626,0.465207,1.3008e+06,498037,782854,8260,751,15,"8260_15",8.65671,14.2437,0.352377,8.65671,0,14.2437,0
2005,751008,8016,6650,0.335639,0.10015,0.0909774,0.193835,"Viby Hallen","Århus","2. Århus Vest",0.0424491,0.56839,79.9016,0.331306,540535,350824,5.51080e+06,NA,NA,5,"NA_5",NA,NA,0.284812,NA,NA,NA,NA
2007,751008,8095,6870,0.321543,0.0512373,0.0812227,0.185444,"Viby Hallen","Århus","2. Århus Vest",0.0424491,0.56839,79.9016,0.331306,540535,350824,5.51080e+06,NA,NA,7,"NA_7",NA,NA,0.266667,NA,NA,NA,NA
2011,751008,8695,7459,0.301649,0.102963,0.0398177,0.211288,"Viby Hallen","Århus","2. Århus Vest",0.0424491,0.56839,79.0698,0.298351,540535,350824,5.51080e+06,NA,NA,11,"NA_11",NA,NA,0.251106,NA,NA,NA,NA
2015,751008,8807,7253,0.294085,0.0456363,0.0264718,0.133876,"Viby Hallen","Århus","2. Århus Vest",0.0424491,0.56839,79.0698,0.298351,540535,350824,5.51080e+06,NA,NA,15,"NA_15",NA,NA,0.339721,NA,NA,NA,NA
2005,751009,3251,2951,0.268384,0.106066,0.105727,0.281261,"Beder Skole","Århus","1. Århus Syd",0.0264402,0.631341,118.04,0.651987,1.36612e+06,566738,818214,8330,751,5,"8330_5",NaN,NaN,0.386987,NA,NA,NA,NA
2007,751009,3261,2983,0.266175,0.074757,0.0905129,0.265505,"Beder Skole","Århus","1. Århus Syd",0.0264402,0.631341,118.04,0.651987,1.36612e+06,566738,818214,8330,751,7,"8330_7",NaN,-14.9379,0.356017,NA,NA,0,14.9379
2011,751009,3436,3183,0.255734,0.131323,0.042727,0.275212,"Beder Skole","Århus","1. Århus Syd",0.0264402,0.631341,119.217,0.639752,1.36612e+06,566738,818214,8330,751,11,"8330_11",-3.4276,21.7447,0.317939,0,3.4276,21.7447,0
2015,751009,3432,3140,0.279936,0.0595541,0.0340764,0.199363,"Beder Skole","Århus","1. Århus Syd",0.0264402,0.631341,119.217,0.639752,1.36612e+06,566738,818214,8330,751,15,"8330_15",NaN,NaN,0.33949,NA,NA,NA,NA
2005,751011,3156,2787,0.29817,0.0940079,0.0925727,0.271259,"Malling Skole","Århus","1. Århus Syd",0.0315266,0.604204,113.991,0.575112,1.1467e+06,511767,759522,8330,751,5,"8330_5",NaN,NaN,0.363832,NA,NA,NA,NA
2007,751011,3192,2865,0.276091,0.0534031,0.0799302,0.252705,"Malling Skole","Århus","1. Århus Syd",0.0315266,0.604204,113.991,0.575112,1.1467e+06,511767,759522,8330,751,7,"8330_7",NaN,-14.9379,0.332635,NA,NA,0,14.9379
2011,751011,3439,3136,0.283482,0.0943878,0.0334821,0.266901,"Malling Skole","Århus","1. Århus Syd",0.0315266,0.604204,114.977,0.55318,1.1467e+06,511767,759522,8330,751,11,"8330_11",-3.4276,21.7447,0.300383,0,3.4276,21.7447,0
2015,751011,3796,3452,0.293163,0.0530127,0.0275203,0.173523,"Malling Skole","Århus","1. Århus Syd",0.0315266,0.604204,114.977,0.55318,1.1467e+06,511767,759522,8330,751,15,"8330_15",NaN,NaN,0.346176,NA,NA,NA,NA
2005,751012,2926,2708,0.268464,0.117799,0.10709,0.268464,"Mårslet Skole","Århus","1. Århus Syd",0.023955,0.693809,127.005,0.745864,1.27676e+06,635451,8.70736e+06,8330,751,5,"8330_5",NaN,NaN,0.375554,NA,NA,NA,NA
2007,751012,3276,3075,0.264715,0.0760976,0.0946341,0.259837,"Mårslet Skole","Århus","1. Århus Syd",0.023955,0.693809,127.005,0.745864,1.27676e+06,635451,8.70736e+06,8330,751,7,"8330_7",NaN,-14.9379,0.354472,NA,NA,0,14.9379
2011,751012,3644,3436,0.25,0.144354,0.0494761,0.287253,"Mårslet Skole","Århus","1. Århus Syd",0.023955,0.693809,128.689,0.715417,1.27676e+06,635451,8.70736e+06,8330,751,11,"8330_11",-3.4276,21.7447,0.336729,0,3.4276,21.7447,0
2015,751012,3875,3592,0.272272,0.0762806,0.0347996,0.192094,"Mårslet Skole","Århus","1. Århus Syd",0.023955,0.693809,128.689,0.715417,1.27676e+06,635451,8.70736e+06,8330,751,15,"8330_15",NaN,NaN,0.348552,NA,NA,NA,NA
2005,751013,3484,3105,0.274396,0.0708535,0.0966184,0.345572,"Solbjergskolen","Århus","1. Århus Syd",0.0286401,0.616263,128.525,0.736246,1.12807e+06,555713,788707,8355,751,5,"8355_5",34.5413,75.5376,0.44219,34.5413,0,75.5376,0
2007,751013,3530,3216,0.258706,0.0460199,0.0814677,0.321206,"Solbjergskolen","Århus","1. Århus Syd",0.0286401,0.616263,128.525,0.736246,1.12807e+06,555713,788707,8355,751,7,"8355_7",24.156,25.972,0.402674,24.156,0,25.972,0
2011,751013,3675,3370,0.249852,0.0818991,0.0376855,0.325816,"Solbjergskolen","Århus","1. Århus Syd",0.0286401,0.616263,131.131,0.721639,1.12807e+06,555713,788707,8355,751,11,"8355_11",21.8205,33.9431,0.363501,21.8205,0,33.9431,0
2015,751013,3786,3388,0.27745,0.0392562,0.0242031,0.227863,"Solbjergskolen","Århus","1. Århus Syd",0.0286401,0.616263,131.131,0.721639,1.12807e+06,555713,788707,8355,751,15,"8355_15",5.13622,7.63052,0.316706,5.13622,0,7.63052,0
2005,751016,401,365,0.246575,0.0767123,0.117808,0.290411,"Ormslev Præstegård","Århus","2. Århus Vest",0.0325901,0.648371,133.564,0.811881,1.61298e+06,591859,802299,NA,NA,5,"NA_5",NA,NA,0.408219,NA,NA,NA,NA
2007,751016,441,406,0.246305,0.0566502,0.110837,0.243842,"Ormslev Præstegård","Århus","2. Århus Vest",0.0325901,0.648371,133.564,0.811881,1.61298e+06,591859,802299,NA,NA,7,"NA_7",NA,NA,0.35468,NA,NA,NA,NA
2011,751016,436,395,0.227848,0.0936709,0.035443,0.273418,"Ormslev Præstegård","Århus","2. Århus Vest",0.0325901,0.648371,138.801,0.81982,1.61298e+06,591859,802299,NA,NA,11,"NA_11",NA,NA,0.308861,NA,NA,NA,NA
2015,751016,452,406,0.241379,0.0738916,0.0221675,0.199507,"Ormslev Præstegård","Århus","2. Århus Vest",0.0325901,0.648371,138.801,0.81982,1.61298e+06,591859,802299,NA,NA,15,"NA_15",NA,NA,0.315271,NA,NA,NA,NA
2005,751018,4271,3672,0.332516,0.0620915,0.102124,0.256264,"Hasselager Hallen","Århus","2. Århus Vest",0.0354549,0.614147,107.951,0.594309,734692,493341,731808,8361,751,5,"8361_5",37.2052,26.5578,0.358388,37.2052,0,26.5578,0
2007,751018,4202,3760,0.311436,0.0324468,0.0832447,0.252128,"Hasselager Hallen","Århus","2. Århus Vest",0.0354549,0.614147,107.951,0.594309,734692,493341,731808,8361,751,7,"8361_7",-1.88771,25.8544,0.335372,0,1.88771,25.8544,0
2011,751018,4313,3887,0.315668,0.0689478,0.0280422,0.276306,"Hasselager Hallen","Århus","2. Århus Vest",0.0354549,0.614147,108.988,0.581043,734692,493341,731808,8361,751,11,"8361_11",4.29116,4.95056,0.304348,4.29116,0,4.95056,0
2015,751018,5001,4378,0.314299,0.0331201,0.0269529,0.171311,"Hasselager Hallen","Århus","2. Århus Vest",0.0354549,0.614147,108.988,0.581043,734692,493341,731808,8361,751,15,"8361_15",2.73786,8.99566,0.347419,2.73786,0,8.99566,0
2005,751019,2656,2378,0.27418,0.105551,0.097561,0.223717,"Højvangskolen,Stavtrup","Århus","2. Århus Vest",0.0293888,0.628088,110.162,0.514563,1.13574e+06,532873,793695,8260,751,5,"8260_5",15.3128,22.6794,0.321278,15.3128,0,22.6794,0
2007,751019,2771,2539,0.27885,0.0523828,0.0787712,0.222922,"Højvangskolen,Stavtrup","Århus","2. Århus Vest",0.0293888,0.628088,110.162,0.514563,1.13574e+06,532873,793695,8260,751,7,"8260_7",1.18789,3.82746,0.301694,1.18789,0,3.82746,0
2011,751019,2989,2784,0.258621,0.123204,0.0416667,0.224138,"Højvangskolen,Stavtrup","Århus","2. Århus Vest",0.0293888,0.628088,112.045,0.501834,1.13574e+06,532873,793695,8260,751,11,"8260_11",-5.52312,-2.4538,0.265805,0,5.52312,0,2.4538
2015,751019,3585,3280,0.283232,0.0582317,0.0320122,0.14878,"Højvangskolen,Stavtrup","Århus","2. Århus Vest",0.0293888,0.628088,112.045,0.501834,1.13574e+06,532873,793695,8260,751,15,"8260_15",8.65671,14.2437,0.341463,8.65671,0,14.2437,0
2005,751021,11890,9502,0.22932,0.20543,0.110714,0.202273,"Rådhushallen","Århus","4. Århus Øst",0.0553938,0.700803,74.279,0.150414,287309,366832,519964,NA,NA,5,"NA_5",NA,NA,0.312987,NA,NA,NA,NA
2007,751021,12009,10036,0.217318,0.11399,0.103328,0.179255,"Rådhushallen","Århus","4. Århus Øst",0.0553938,0.700803,74.279,0.150414,287309,366832,519964,NA,NA,7,"NA_7",NA,NA,0.282583,NA,NA,NA,NA
2011,751021,13039,11055,0.181909,0.200995,0.0442334,0.203166,"Rådhushallen","Århus","4. Århus Øst",0.0553938,0.700803,74.1247,0.129766,287309,366832,519964,NA,NA,11,"NA_11",NA,NA,0.247399,NA,NA,NA,NA
2015,751021,14094,11812,0.182696,0.0993058,0.0306468,0.160261,"Rådhushallen","Århus","4. Århus Øst",0.0553938,0.700803,74.1247,0.129766,287309,366832,519964,NA,NA,15,"NA_15",NA,NA,0.282001,NA,NA,NA,NA
2005,751022,3135,2756,0.281205,0.141509,0.103048,0.194485,"Gammelgårdskolen,Åbyhøj","Århus","3. Århus Nord",0.0317402,0.663725,97.0724,0.618231,1.29732e+06,507180,816282,8230,751,5,"8230_5",19.8419,38.2427,0.297533,19.8419,0,38.2427,0
2007,751022,3068,2780,0.270863,0.0838129,0.078777,0.190647,"Gammelgårdskolen,Åbyhøj","Århus","3. Århus Nord",0.0317402,0.663725,97.0724,0.618231,1.29732e+06,507180,816282,8230,751,7,"8230_7",-4.84079,2.0474,0.269424,0,4.84079,2.0474,0
2011,751022,3145,2894,0.263994,0.147201,0.0390463,0.20698,"Gammelgårdskolen,Åbyhøj","Århus","3. Århus Nord",0.0317402,0.663725,98.6537,0.605235,1.29732e+06,507180,816282,8230,751,11,"8230_11",4.85392,21.3782,0.246026,4.85392,0,21.3782,0
2015,751022,3130,2827,0.290414,0.0863106,0.0300672,0.147152,"Gammelgårdskolen,Åbyhøj","Århus","3. Århus Nord",0.0317402,0.663725,98.6537,0.605235,1.29732e+06,507180,816282,8230,751,15,"8230_15",2.02379,12.7407,0.376724,2.02379,0,12.7407,0
2005,751023,5229,4467,0.314081,0.128498,0.090441,0.198567,"Hasle Skole","Århus","3. Århus Nord",0.0415706,0.638261,93.583,0.408097,731911,416397,676914,8210,751,5,"8210_5",27.4372,37.8834,0.289008,27.4372,0,37.8834,0
2007,751023,5546,4790,0.285177,0.0716075,0.0784969,0.181837,"Hasle Skole","Århus","3. Århus Nord",0.0415706,0.638261,93.583,0.408097,731911,416397,676914,8210,751,7,"8210_7",-6.00101,-10.5965,0.260334,0,6.00101,0,10.5965
2011,751023,5907,5145,0.270943,0.152964,0.0367347,0.180952,"Hasle Skole","Århus","3. Århus Nord",0.0415706,0.638261,91.1779,0.374207,731911,416397,676914,8210,751,11,"8210_11",-8.33681,8.17542,0.217687,0,8.33681,8.17542,0
2015,751023,6079,5074,0.281238,0.0681908,0.0266062,0.120418,"Hasle Skole","Århus","3. Århus Nord",0.0415706,0.638261,91.1779,0.374207,731911,416397,676914,8210,751,15,"8210_15",-9.66088,2.22962,0.349428,0,9.66088,2.22962,0
2005,751024,4902,4352,0.261029,0.0983456,0.118796,0.264476,"Brabrand Hallen,Brabrand","Århus","2. Århus Vest",0.0273318,0.603821,114.004,0.680889,1.25579e+06,567211,815883,NA,NA,5,"NA_5",NA,NA,0.383272,NA,NA,NA,NA
2007,751024,5452,4928,0.256291,0.067776,0.111404,0.254058,"Brabrand Hallen,Brabrand","Århus","2. Århus Vest",0.0273318,0.603821,114.004,0.680889,1.25579e+06,567211,815883,NA,NA,7,"NA_7",NA,NA,0.365463,NA,NA,NA,NA
2011,751024,5720,5216,0.244057,0.14398,0.0486963,0.263612,"Brabrand Hallen,Brabrand","Århus","2. Århus Vest",0.0273318,0.603821,117.046,0.687081,1.25579e+06,567211,815883,NA,NA,11,"NA_11",NA,NA,0.312308,NA,NA,NA,NA
2015,751024,5786,5153,0.274985,0.0735494,0.0397827,0.166699,"Brabrand Hallen,Brabrand","Århus","2. Århus Vest",0.0273318,0.603821,117.046,0.687081,1.25579e+06,567211,815883,NA,NA,15,"NA_15",NA,NA,0.348535,NA,NA,NA,NA
2005,751025,5475,4220,0.348578,0.24455,0.0393365,0.100237,"Globus 1, Brabrand","Århus","2. Århus Vest",0.0680602,0.587195,81.7284,0.0859625,138525,291812,429412,8220,751,5,"8220_5",22.9538,32.5868,0.139573,22.9538,0,32.5868,0
2007,751025,5154,3851,0.329265,0.069852,0.0381719,0.0978967,"Globus 1, Brabrand","Århus","2. Århus Vest",0.0680602,0.587195,81.7284,0.0859625,138525,291812,429412,8220,751,7,"8220_7",NaN,18.5471,0.136069,NA,NA,18.5471,0
2011,751025,5164,3940,0.317259,0.20533,0.0167513,0.0852792,"Globus 1, Brabrand","Århus","2. Århus Vest",0.0680602,0.587195,82.207,0.0888469,138525,291812,429412,8220,751,11,"8220_11",3.15261,16.052,0.10203,3.15261,0,16.052,0
2015,751025,4901,3137,0.299968,0.049729,0.0133886,0.0608862,"Globus 1, Brabrand","Århus","2. Århus Vest",0.0680602,0.587195,82.207,0.0888469,138525,291812,429412,8220,751,15,"8220_15",7.2147,9.01855,0.349697,7.2147,0,9.01855,0
2005,751026,4611,3979,0.300829,0.0909776,0.0987685,0.225434,"Skjoldhøjskolen","Århus","2. Århus Vest",0.0348907,0.671439,89.8771,0.460644,728478,390187,6.76926e+06,8381,751,5,"8381_5",29.0691,55.6008,0.324202,29.0691,0,55.6008,0
2007,751026,4513,3934,0.280376,0.0462633,0.0770208,0.208693,"Skjoldhøjskolen","Århus","2. Århus Vest",0.0348907,0.671439,89.8771,0.460644,728478,390187,6.76926e+06,8381,751,7,"8381_7",-0.14869,5.49156,0.285714,0,0.14869,5.49156,0
2011,751026,4454,3944,0.299442,0.0935598,0.0273834,0.217292,"Skjoldhøjskolen","Århus","2. Århus Vest",0.0348907,0.671439,90.6013,0.452687,728478,390187,6.76926e+06,8381,751,11,"8381_11",5.47945,8.5769,0.244675,5.47945,0,8.5769,0
2015,751026,4551,3770,0.290186,0.0413793,0.0238727,0.139257,"Skjoldhøjskolen","Århus","2. Århus Vest",0.0348907,0.671439,90.6013,0.452687,728478,390187,6.76926e+06,8381,751,15,"8381_15",4.81766,-7.54896,0.331565,4.81766,0,0,7.54896
2005,751028,5618,4585,0.357034,0.0706652,0.0876772,0.234242,"Tilst Skole,Tilst","Århus","2. Århus Vest",0.0389711,0.581881,98.4244,0.34145,533620,416009,643886,8381,751,5,"8381_5",29.0691,55.6008,0.321919,29.0691,0,55.6008,0
2007,751028,5739,4849,0.333883,0.0381522,0.0773355,0.220458,"Tilst Skole,Tilst","Århus","2. Århus Vest",0.0389711,0.581881,98.4244,0.34145,533620,416009,643886,8381,751,7,"8381_7",-0.14869,5.49156,0.297793,0,0.14869,5.49156,0
2011,751028,5888,5000,0.353,0.0816,0.0322,0.2178,"Tilst Skole,Tilst","Århus","2. Århus Vest",0.0389711,0.581881,98.8889,0.332515,533620,416009,643886,8381,751,11,"8381_11",5.47945,8.5769,0.25,5.47945,0,8.5769,0
2015,751028,5877,4669,0.343543,0.0415507,0.023988,0.144356,"Tilst Skole,Tilst","Århus","2. Århus Vest",0.0389711,0.581881,98.8889,0.332515,533620,416009,643886,8381,751,15,"8381_15",4.81766,-7.54896,0.385093,4.81766,0,0,7.54896
2005,751030,3119,2795,0.31127,0.0565295,0.0980322,0.300894,"Næshøj Hallen, Harlev","Århus","2. Århus Vest",0.0281659,0.615214,122.789,0.649796,1.10441e+06,530845,766344,8462,751,5,"8462_5",8.75149,36.5482,0.398927,8.75149,0,36.5482,0
2007,751030,3102,2799,0.289746,0.0346552,0.0928903,0.283315,"Næshøj Hallen, Harlev","Århus","2. Århus Vest",0.0281659,0.615214,122.789,0.649796,1.10441e+06,530845,766344,8462,751,7,"8462_7",NaN,33.2999,0.376206,NA,NA,33.2999,0
2011,751030,3249,2925,0.294359,0.0823932,0.0365812,0.30359,"Næshøj Hallen, Harlev","Århus","2. Århus Vest",0.0281659,0.615214,125.864,0.648649,1.10441e+06,530845,766344,8462,751,11,"8462_11",1.0398,NaN,0.340171,1.0398,0,NA,NA
2015,751030,3324,2947,0.306074,0.0359688,0.0312182,0.204276,"Næshøj Hallen, Harlev","Århus","2. Århus Vest",0.0281659,0.615214,125.864,0.648649,1.10441e+06,530845,766344,8462,751,15,"8462_15",13.7733,7.45403,0.342043,13.7733,0,7.45403,0
2005,751031,520,453,0.291391,0.11479,0.0397351,0.275938,"Borum Forsamlingshus","Århus","2. Århus Vest",0.0312907,0.684485,NA,0.842308,1.17135e+06,624261,7.91816e+06,NA,NA,5,"NA_5",NA,NA,0.315673,NA,NA,NA,NA
2007,751031,511,462,0.287879,0.0519481,0.038961,0.25974,"Borum Forsamlingshus","Århus","2. Århus Vest",0.0312907,0.684485,NA,0.842308,1.17135e+06,624261,7.91816e+06,NA,NA,7,"NA_7",NA,NA,0.298701,NA,NA,NA,NA
2011,751031,530,491,0.264766,0.124236,0.0264766,0.250509,"Borum Forsamlingshus","Århus","2. Århus Vest",0.0312907,0.684485,134.724,0.8125,1.17135e+06,624261,7.91816e+06,NA,NA,11,"NA_11",NA,NA,0.276986,NA,NA,NA,NA
2015,751031,536,483,0.254658,0.0414079,0.0144928,0.184265,"Borum Forsamlingshus","Århus","2. Århus Vest",0.0312907,0.684485,134.724,0.8125,1.17135e+06,624261,7.91816e+06,NA,NA,15,"NA_15",NA,NA,0.296066,NA,NA,NA,NA
2005,751033,2120,1820,0.295604,0.0571429,0.0967033,0.293956,"Sabro-Korsvejskolen,Sabro","Århus","2. Århus Vest",0.0355725,0.620763,115.353,0.576471,893152,512810,739743,8471,751,5,"8471_5",NaN,NaN,0.390659,NA,NA,NA,NA
2007,751033,2174,1931,0.293112,0.0336613,0.0781978,0.280166,"Sabro-Korsvejskolen,Sabro","Århus","2. Århus Vest",0.0355725,0.620763,115.353,0.576471,893152,512810,739743,8471,751,7,"8471_7",81.5363,64.3647,0.358364,81.5363,0,64.3647,0
2011,751033,2353,2093,0.286192,0.079312,0.0377449,0.274725,"Sabro-Korsvejskolen,Sabro","Århus","2. Århus Vest",0.0355725,0.620763,119.672,0.587121,893152,512810,739743,8471,751,11,"8471_11",9.28761,1.96779,0.31247,9.28761,0,1.96779,0
2015,751033,2590,2235,0.289485,0.042953,0.0255034,0.192394,"Sabro-Korsvejskolen,Sabro","Århus","2. Århus Vest",0.0355725,0.620763,119.672,0.587121,893152,512810,739743,8471,751,15,"8471_15",10.8244,NaN,0.332438,10.8244,0,NA,NA
2005,751041,11882,10362,0.231519,0.235572,0.0953484,0.16078,"Samsøgades Skole","Århus","4. Århus Øst",0.0510518,0.704753,71.1159,0.181761,370888,348556,507377,8000,751,5,"8000_5",32.6098,46.8416,0.256128,32.6098,0,46.8416,0
2007,751041,11804,10549,0.227036,0.127121,0.0883496,0.151863,"Samsøgades Skole","Århus","4. Århus Øst",0.0510518,0.704753,71.1159,0.181761,370888,348556,507377,8000,751,7,"8000_7",-12.9286,-9.65721,0.240212,0,12.9286,0,9.65721
2011,751041,12545,11334,0.183783,0.226046,0.0363508,0.162079,"Samsøgades Skole","Århus","4. Århus Øst",0.0510518,0.704753,70.9259,0.157169,370888,348556,507377,8000,751,11,"8000_11",-1.52292,7.56592,0.19843,0,1.52292,7.56592,0
2015,751041,14136,12519,0.182762,0.113747,0.024363,0.125489,"Samsøgades Skole","Århus","4. Århus Øst",0.0510518,0.704753,70.9259,0.157169,370888,348556,507377,8000,751,15,"8000_15",9.28529,15.4752,0.296509,9.28529,0,15.4752,0
2005,751042,9172,7976,0.285481,0.184428,0.0876379,0.17678,"Skovvangskolen","Århus","3. Århus Nord",0.0447177,0.660311,69.9183,0.16791,331713,340035,488848,8200,751,5,"8200_5",28.9258,38.067,0.264418,28.9258,0,38.067,0
2007,751042,8996,8044,0.266161,0.113128,0.0799354,0.149801,"Skovvangskolen","Århus","3. Århus Nord",0.0447177,0.660311,69.9183,0.16791,331713,340035,488848,8200,751,7,"8200_7",-15.914,-11.6168,0.229736,0,15.914,0,11.6168
2011,751042,9329,8438,0.229794,0.190566,0.0368571,0.165561,"Skovvangskolen","Århus","3. Århus Nord",0.0447177,0.660311,69.8727,0.145255,331713,340035,488848,8200,751,11,"8200_11",-2.57944,7.93944,0.202418,0,2.57944,7.93944,0
2015,751042,9751,8679,0.232746,0.102431,0.0212006,0.123401,"Skovvangskolen","Århus","3. Århus Nord",0.0447177,0.660311,69.8727,0.145255,331713,340035,488848,8200,751,15,"8200_15",13.7189,11.2217,0.335177,13.7189,0,11.2217,0
2005,751043,8967,7516,0.290713,0.158861,0.104976,0.187068,"Møllevangskolen","Århus","3. Århus Nord",0.0495991,0.633913,64.806,0.133849,283348,304728,427361,8210,751,5,"8210_5",27.4372,37.8834,0.292044,27.4372,0,37.8834,0
2007,751043,9452,8218,0.275249,0.097834,0.09321,0.160623,"Møllevangskolen","Århus","3. Århus Nord",0.0495991,0.633913,64.806,0.133849,283348,304728,427361,8210,751,7,"8210_7",-6.00101,-10.5965,0.253833,0,6.00101,0,10.5965
2011,751043,10045,8834,0.237605,0.174892,0.0388273,0.184288,"Møllevangskolen","Århus","3. Århus Nord",0.0495991,0.633913,64.7846,0.10944,283348,304728,427361,8210,751,11,"8210_11",-8.33681,8.17542,0.223115,0,8.33681,8.17542,0
2015,751043,10821,9349,0.234784,0.0943416,0.0273826,0.148251,"Møllevangskolen","Århus","3. Århus Nord",0.0495991,0.633913,64.7846,0.10944,283348,304728,427361,8210,751,15,"8210_15",-9.66088,2.22962,0.329126,0,9.66088,2.22962,0
2005,751044,1093,852,0.29108,0.103286,0.0669014,0.207746,"Lisbjergskolen","Århus","3. Århus Nord",0.029517,0.621944,112.519,0.501873,689358,487111,703093,NA,NA,5,"NA_5",NA,NA,0.274648,NA,NA,NA,NA
2007,751044,1152,906,0.254967,0.0551876,0.0706402,0.198675,"Lisbjergskolen","Århus","3. Århus Nord",0.029517,0.621944,112.519,0.501873,689358,487111,703093,NA,NA,7,"NA_7",NA,NA,0.269316,NA,NA,NA,NA
2011,751044,1226,1038,0.235067,0.152216,0.0279383,0.202312,"Lisbjergskolen","Århus","3. Århus Nord",0.029517,0.621944,102.463,0.436202,689358,487111,703093,NA,NA,11,"NA_11",NA,NA,0.23025,NA,NA,NA,NA
2015,751044,1232,1040,0.259615,0.0884615,0.025,0.115385,"Lisbjergskolen","Århus","3. Århus Nord",0.029517,0.621944,102.463,0.436202,689358,487111,703093,NA,NA,15,"NA_15",NA,NA,0.348077,NA,NA,NA,NA
