"year","valgstedid","voters","votes","a","b","c","v","vsnavn","komnavn","kredsnavn","kontanthjaelp","arbejd","boligstoer_kvm","ejer","formue","indkomst","indkomst_80pct","zip","muninum","y","zipy","hp_1yr","hp_2yr","incsupport","hp_1yrposchange","hp_1yrnegchange","hp_2yrposchange","hp_2yrnegchange"
2007,230005,4986.41,4539.68,0.151041,0.107693,0.168023,0.290732,"Sjælsø","Rudersdal","6. Rudersdal",0.0188897,0.687796,117.517,0.633637,2.37588e+06,710455,2.11448e+06,3460,230,7,"3460_7",-12.6947,6.54817,0.458755,0,12.6947,6.54817,0
2011,230005,5164.46,4726.64,0.13176,0.166524,0.0948073,0.322861,"Sjælsø","Rudersdal","6. Rudersdal",0.0188897,0.687796,120.857,0.64133,2.37588e+06,710455,2.11448e+06,3460,230,11,"3460_11",-3.30385,11.0646,0.417669,0,3.30385,11.0646,0
2015,230005,5234,4694,0.1781,0.107371,0.0775458,0.203664,"Sjælsø","Rudersdal","6. Rudersdal",0.0188897,0.687796,120.971,0.642673,2.37588e+06,710455,2.11448e+06,3460,230,15,"3460_15",14.0395,20.2385,0.285471,14.0395,0,20.2385,0
2015,230006,NA,NA,NA,NA,NA,NA,"Skovly","Rudersdal","6. Rudersdal",NA,NA,NA,NA,NA,NA,NA,2840,230,15,"2840_15",1.12902,4.50526,NA,1.12902,0,4.50526,0
2005,230007,8035.44,7183.03,0.141504,0.153909,0.178731,0.341529,"Toftevang","Rudersdal","6. Rudersdal",0.0223949,0.665609,113.401,0.638622,2.22679e+06,666175,1.72663e+06,2800,173,5,"2800_5",21.8805,38.5893,0.52026,21.8805,0,38.5893,0
2007,230007,5476.83,4994.28,0.159354,0.118065,0.165417,0.274564,"Toftevang","Rudersdal","6. Rudersdal",0.0223949,0.665609,113.401,0.638622,2.22679e+06,666175,1.72663e+06,2800,173,7,"2800_7",-13.1658,-6.39748,0.439981,0,13.1658,0,6.39748
2011,230007,5552.56,5107.36,0.139328,0.179835,0.0900367,0.299566,"Toftevang","Rudersdal","6. Rudersdal",0.0223949,0.665609,113.124,0.620923,2.22679e+06,666175,1.72663e+06,2800,173,11,"2800_11",-9.73166,1.86751,0.389602,0,9.73166,1.86751,0
2015,230007,5675,5126,0.188646,0.112173,0.067499,0.202107,"Toftevang","Rudersdal","6. Rudersdal",0.0223949,0.665609,113.008,0.621214,2.22679e+06,666175,1.72663e+06,2800,173,15,"2800_15",12.0759,21.7922,0.300819,12.0759,0,21.7922,0
2015,230008,NA,NA,NA,NA,NA,NA,"Trørød","Rudersdal","6. Rudersdal",NA,NA,NA,NA,NA,NA,NA,2950,230,15,"2950_15",11.1583,21.2262,NA,11.1583,0,21.2262,0
2015,230008,NA,NA,NA,NA,NA,NA,"Trørød","Rudersdal","6. Rudersdal",NA,NA,NA,NA,NA,NA,NA,8620,740,15,"8620_15",4.14867,3.09924,NA,4.14867,0,3.09924,0
2005,230008,20246.3,18231.7,0.125062,0.131186,0.203818,0.365333,"","","",0.0190095,0.661214,NA,NA,2.6652e+06,672642,1.75179e+07,2950,230,5,"2950_5",33.4726,49.0879,0.569151,33.4726,0,49.0879,0
2005,230008,20246.3,18231.7,0.125062,0.131186,0.203818,0.365333,"","","",0.0190095,0.661214,NA,NA,2.6652e+06,672642,1.75179e+07,8620,740,5,"8620_5",-5.33527,-8.98204,0.569151,0,5.33527,0,8.98204
2007,230008,22563.5,20503.1,0.135059,0.100849,0.177657,0.338353,"","","",0.0190095,0.661214,NA,NA,2.6652e+06,672642,1.75179e+07,2950,230,7,"2950_7",NaN,5.08515,0.51601,NA,NA,5.08515,0
2007,230008,22563.5,20503.1,0.135059,0.100849,0.177657,0.338353,"","","",0.0190095,0.661214,NA,NA,2.6652e+06,672642,1.75179e+07,8620,740,7,"8620_7",5.77554,37.6436,0.51601,5.77554,0,37.6436,0
2011,230008,22655.5,20871.7,0.115306,0.151511,0.0975182,0.36541,"","","",0.0190095,0.661214,113.235,0.592657,2.6652e+06,672642,1.75179e+07,2950,230,11,"2950_11",-17.4515,4.9047,0.462928,0,17.4515,4.9047,0
2011,230008,22655.5,20871.7,0.115306,0.151511,0.0975182,0.36541,"","","",0.0190095,0.661214,113.235,0.592657,2.6652e+06,672642,1.75179e+07,8620,740,11,"8620_11",0.0442478,-28.6601,0.462928,0.0442478,0,0,28.6601
2015,230008,22760,20660,0.166893,0.0908519,0.0744918,0.240029,"","","",0.0190095,0.661214,112.721,0.588586,2.6652e+06,672642,1.75179e+07,2950,230,15,"2950_15",11.1583,21.2262,0.257744,11.1583,0,21.2262,0
2015,230008,22760,20660,0.166893,0.0908519,0.0744918,0.240029,"","","",0.0190095,0.661214,112.721,0.588586,2.6652e+06,672642,1.75179e+07,8620,740,15,"8620_15",4.14867,3.09924,0.257744,4.14867,0,3.09924,0
2015,230009,NA,NA,NA,NA,NA,NA,"Vangebo","Rudersdal","6. Rudersdal",NA,NA,NA,NA,NA,NA,NA,2840,230,15,"2840_15",1.12902,4.50526,NA,1.12902,0,4.50526,0
2005,230010,2579.96,2337.86,0.11265,0.116996,0.219466,0.389095,"Vedbæk","Rudersdal","6. Rudersdal",0.0165693,0.67983,137.33,0.8098,3.37793e+06,846344,2.25522e+06,2950,230,5,"2950_5",33.4726,49.0879,0.608561,33.4726,0,49.0879,0
2007,230010,4964.3,4606.97,0.0823383,0.08091,0.222181,0.405614,"Vedbæk","Rudersdal","6. Rudersdal",0.0165693,0.67983,137.33,0.8098,3.37793e+06,846344,2.25522e+06,2950,230,7,"2950_7",NaN,5.08515,0.627794,NA,NA,5.08515,0
2011,230010,5020.43,4691.31,0.0752412,0.122595,0.112052,0.425517,"Vedbæk","Rudersdal","6. Rudersdal",0.0165693,0.67983,125.69,0.63702,3.37793e+06,846344,2.25522e+06,2950,230,11,"2950_11",-17.4515,4.9047,0.537568,0,17.4515,4.9047,0
2015,230010,5318,4891,0.112451,0.0758536,0.0903701,0.277039,"Vedbæk","Rudersdal","6. Rudersdal",0.0165693,0.67983,128.399,0.655798,3.37793e+06,846344,2.25522e+06,2950,230,15,"2950_15",11.1583,21.2262,0.188305,11.1583,0,21.2262,0
2005,240001,793.64,710.52,0.142684,0.078717,0.246566,0.286297,"Ledøje Forsamlingshus","Egedal","5. Egedal",0.0180165,0.677042,132.776,0.792365,2.0829e+06,643529,932305,NA,NA,5,"NA_5",NA,NA,0.532863,NA,NA,NA,NA
2007,240001,808.67,743.77,0.16614,0.0546405,0.196701,0.293088,"Ledøje Forsamlingshus","Egedal","5. Egedal",0.0180165,0.677042,132.782,0.792363,2.0829e+06,643529,932305,NA,NA,7,"NA_7",NA,NA,0.489789,NA,NA,NA,NA
2011,240001,829.34,751.52,0.182763,0.108194,0.0769773,0.336092,"Ledøje Forsamlingshus","Egedal","5. Egedal",0.0180165,0.677042,137.512,0.779609,2.0829e+06,643529,932305,NA,NA,11,"NA_11",NA,NA,0.41307,NA,NA,NA,NA
2015,240001,865,773,0.221216,0.0478655,0.0582147,0.200517,"Ledøje Forsamlingshus","Egedal","5. Egedal",0.0180165,0.677042,137.485,0.77956,2.0829e+06,643529,932305,NA,NA,15,"NA_15",NA,NA,0.269082,NA,NA,NA,NA
2005,240002,6571.36,5986.48,0.206235,0.0803594,0.189729,0.297267,"Ledøje-Smørum Idrætscenter","Egedal","5. Egedal",0.0179705,0.705628,114.832,0.756338,1.55613e+06,651604,908439,2765,240,5,"2765_5",13.869,18.1355,0.486996,13.869,0,18.1355,0
2007,240002,6663.53,6189.81,0.217567,0.0551697,0.194211,0.254822,"Ledøje-Smørum Idrætscenter","Egedal","5. Egedal",0.0179705,0.705628,114.898,0.753825,1.55613e+06,651604,908439,2765,240,7,"2765_7",-8.9516,-0.352203,0.449033,0,8.9516,0,0.352203
2011,240002,6968.66,6503.48,0.204452,0.113738,0.0735222,0.311129,"Ledøje-Smørum Idrætscenter","Egedal","5. Egedal",0.0179705,0.705628,114.78,0.730217,1.55613e+06,651604,908439,2765,240,11,"2765_11",5.35486,14.1369,0.384651,5.35486,0,14.1369,0
2015,240002,7126,6566,0.254797,0.0537618,0.0472129,0.198751,"Ledøje-Smørum Idrætscenter","Egedal","5. Egedal",0.0179705,0.705628,114.781,0.730216,1.55613e+06,651604,908439,2765,240,15,"2765_15",18.186,20.1329,0.308559,18.186,0,20.1329,0
2005,240003,4469.78,4011.47,0.201978,0.0887031,0.109334,0.360327,"Stenløse","Egedal","5. Egedal",0.0177419,0.618065,120.429,0.724477,1.63833e+06,566974,1.85113e+06,3660,240,5,"3660_5",18.0045,16.6153,0.469661,18.0045,0,16.6153,0
2007,240003,4443.59,4031.17,0.216247,0.0551106,0.124386,0.322217,"Stenløse","Egedal","5. Egedal",0.0177419,0.618065,118.831,0.703576,1.63833e+06,566974,1.85113e+06,3660,240,7,"3660_7",-8.94091,4.03332,0.446602,0,8.94091,4.03332,0
2011,240003,4575,4193,0.212736,0.104221,0.0541378,0.331743,"Stenløse","Egedal","5. Egedal",0.0177419,0.618065,120.788,0.703889,1.63833e+06,566974,1.85113e+06,3660,240,11,"3660_11",-18.7687,-0.865109,0.385881,0,18.7687,0,0.865109
2015,240003,4650,4155,0.249338,0.0459687,0.0418773,0.225271,"Stenløse","Egedal","5. Egedal",0.0177419,0.618065,120.788,0.703889,1.63833e+06,566974,1.85113e+06,3660,240,15,"3660_15",10.7301,13.1707,0.295307,10.7301,0,13.1707,0
2005,240004,1411,1291,0.189775,0.107668,0.12471,0.320682,"Veksø","Egedal","5. Egedal",0.0195158,0.725791,114.124,0.529193,1.11789e+06,625630,900777,3670,240,5,"3670_5",7.36979,18.7628,0.445391,7.36979,0,18.7628,0
2007,240004,1514.2,1411.25,0.184241,0.0777396,0.1475,0.289672,"Veksø","Egedal","5. Egedal",0.0195158,0.725791,118.71,0.608224,1.11789e+06,625630,900777,3670,240,7,"3670_7",NaN,NaN,0.437173,NA,NA,NA,NA
2011,240004,1430,1326,0.195324,0.122926,0.0595777,0.284314,"Veksø","Egedal","5. Egedal",0.0195158,0.725791,115.038,0.588972,1.11789e+06,625630,900777,3670,240,11,"3670_11",NaN,NaN,0.343891,NA,NA,NA,NA
2015,240004,1459,1330,0.242105,0.0781955,0.0300752,0.178195,"Veksø","Egedal","5. Egedal",0.0195158,0.725791,115.038,0.588972,1.11789e+06,625630,900777,3670,240,15,"3670_15",NaN,NaN,0.320301,NA,NA,NA,NA
2005,240005,2498,2270,0.14978,0.125551,0.147137,0.344493,"Ganløse","Egedal","5. Egedal",0.0181231,0.683057,135.961,0.831019,2.07032e+06,690798,972829,3660,240,5,"3660_5",18.0045,16.6153,0.49163,18.0045,0,16.6153,0
2007,240005,2426,2272,0.172095,0.0946303,0.139965,0.31294,"Ganløse","Egedal","5. Egedal",0.0181231,0.683057,135.961,0.831019,2.07032e+06,690798,972829,3660,240,7,"3660_7",-8.94091,4.03332,0.452905,0,8.94091,4.03332,0
2011,240005,2560,2416,0.166805,0.15356,0.0653974,0.332781,"Ganløse","Egedal","5. Egedal",0.0181231,0.683057,136.203,0.830496,2.07032e+06,690798,972829,3660,240,11,"3660_11",-18.7687,-0.865109,0.398179,0,18.7687,0,0.865109
2015,240005,2549,2368,0.199747,0.0751689,0.0489865,0.232264,"Ganløse","Egedal","5. Egedal",0.0181231,0.683057,136.203,0.830496,2.07032e+06,690798,972829,3660,240,15,"3660_15",10.7301,13.1707,0.274916,10.7301,0,13.1707,0
2005,240006,1142,1057,0.157048,0.122044,0.0983917,0.298959,"Slagslunde","Egedal","5. Egedal",0.0181818,0.670909,126.888,0.921141,2.04583e+06,696850,914980,3660,240,5,"3660_5",18.0045,16.6153,0.397351,18.0045,0,16.6153,0
2007,240006,1206,1142,0.163748,0.0823117,0.0901926,0.295096,"Slagslunde","Egedal","5. Egedal",0.0181818,0.670909,126.888,0.921141,2.04583e+06,696850,914980,3660,240,7,"3660_7",-8.94091,4.03332,0.385289,0,8.94091,4.03332,0
2011,240006,1207,1146,0.164049,0.135253,0.0488656,0.307155,"Slagslunde","Egedal","5. Egedal",0.0181818,0.670909,130.508,0.886885,2.04583e+06,696850,914980,3660,240,11,"3660_11",-18.7687,-0.865109,0.356021,0,18.7687,0,0.865109
2015,240006,1215,1133,0.217123,0.0520741,0.0335393,0.191527,"Slagslunde","Egedal","5. Egedal",0.0181818,0.670909,130.508,0.886885,2.04583e+06,696850,914980,3660,240,15,"3660_15",10.7301,13.1707,0.269197,10.7301,0,13.1707,0
2005,240007,4368.93,3909.78,0.220731,0.0882556,0.101325,0.348728,"Toftehøjskolen","Egedal","5. Egedal",0.0191146,0.634179,121.175,0.779157,1.49658e+06,595363,829783,3650,240,5,"3650_5",NaN,NaN,0.450053,NA,NA,NA,NA
2007,240007,4522.88,4113.43,0.231216,0.0526689,0.107754,0.309494,"Toftehøjskolen","Egedal","5. Egedal",0.0191146,0.634179,121.175,0.779156,1.49658e+06,595363,829783,3650,240,7,"3650_7",-5.52615,9.4541,0.417248,0,5.52615,9.4541,0
2011,240007,4727.92,4338.23,0.228001,0.094179,0.048121,0.328138,"Toftehøjskolen","Egedal","5. Egedal",0.0191146,0.634179,126.326,0.802723,1.49658e+06,595363,829783,3650,240,11,"3650_11",-0.4638,4.44318,0.376259,0,0.4638,4.44318,0
2015,240007,4869,4362,0.255617,0.0405777,0.0392022,0.226502,"Toftehøjskolen","Egedal","5. Egedal",0.0191146,0.634179,126.325,0.802725,1.49658e+06,595363,829783,3650,240,15,"3650_15",9.41924,14.5568,0.296194,9.41924,0,14.5568,0
2005,240008,4325.73,3774.5,0.206422,0.08071,0.108065,0.345929,"Stengårdsskolen","Egedal","5. Egedal",0.0229911,0.693248,117.538,0.738185,1.1098e+06,612709,853036,3650,240,5,"3650_5",NaN,NaN,0.453994,NA,NA,NA,NA
2007,240008,4405,3986,0.225038,0.0408931,0.119669,0.308329,"Stengårdsskolen","Egedal","5. Egedal",0.0229911,0.693248,117.538,0.73819,1.1098e+06,612709,853036,3650,240,7,"3650_7",-5.52615,9.4541,0.427998,0,5.52615,9.4541,0
2011,240008,4491,4123,0.21659,0.0824642,0.0477807,0.33107,"Stengårdsskolen","Egedal","5. Egedal",0.0229911,0.693248,117.138,0.74327,1.1098e+06,612709,853036,3650,240,11,"3650_11",-0.4638,4.44318,0.37885,0,0.4638,4.44318,0
2015,240008,4539,4071,0.256694,0.0390567,0.0314419,0.233112,"Stengårdsskolen","Egedal","5. Egedal",0.0229911,0.693248,117.138,0.74327,1.1098e+06,612709,853036,3650,240,15,"3650_15",9.41924,14.5568,0.29575,9.41924,0,14.5568,0
2005,240009,2279.56,2033.25,0.218183,0.0872839,0.102476,0.3489,"Bækkegårdsskolen","Egedal","5. Egedal",0.0244739,0.690364,120.588,0.770489,1.09692e+06,612275,828123,3650,240,5,"3650_5",NaN,NaN,0.451376,NA,NA,NA,NA
2007,240009,2481.12,2245.57,0.2293,0.0576023,0.122802,0.31258,"Bækkegårdsskolen","Egedal","5. Egedal",0.0244739,0.690364,120.65,0.771644,1.09692e+06,612275,828123,3650,240,7,"3650_7",-5.52615,9.4541,0.435382,0,5.52615,9.4541,0
2011,240009,2744.08,2548.77,0.224375,0.102963,0.0503145,0.333282,"Bækkegårdsskolen","Egedal","5. Egedal",0.0244739,0.690364,114.06,0.706856,1.09692e+06,612275,828123,3650,240,11,"3650_11",-0.4638,4.44318,0.383597,0,0.4638,4.44318,0
2015,240009,3061,2770,0.251625,0.0440433,0.032852,0.223105,"Bækkegårdsskolen","Egedal","5. Egedal",0.0244739,0.690364,114.064,0.706875,1.09692e+06,612275,828123,3650,240,15,"3650_15",9.41924,14.5568,0.295668,9.41924,0,14.5568,0
2005,250001,7727.92,6599.8,0.247327,0.0913497,0.102541,0.321323,"Frederikssund Syd","Frederikssund","4. Frederikssund",0.0274071,0.59931,107.914,0.606101,1.25679e+06,520163,1.32824e+06,3600,250,5,"3600_5",13.5841,22.5528,0.423864,13.5841,0,22.5528,0
2007,250001,7840.11,6848.88,0.262174,0.0501206,0.117732,0.264594,"Frederikssund Syd","Frederikssund","4. Frederikssund",0.0274071,0.59931,107.982,0.606969,1.25679e+06,520163,1.32824e+06,3600,250,7,"3600_7",-5.35682,16.6843,0.382325,0,5.35682,16.6843,0
2011,250001,8264,7323,0.220675,0.0887614,0.051072,0.3291,"Frederikssund Syd","Frederikssund","4. Frederikssund",0.0274071,0.59931,108.783,0.595066,1.25679e+06,520163,1.32824e+06,3600,250,11,"3600_11",-3.90065,-2.06964,0.380172,0,3.90065,0,2.06964
2015,250001,8517,7447,0.245334,0.0414932,0.0386733,0.228683,"Frederikssund Syd","Frederikssund","4. Frederikssund",0.0274071,0.59931,108.663,0.593645,1.25679e+06,520163,1.32824e+06,3600,250,15,"3600_15",7.47524,10.8808,0.286827,7.47524,0,10.8808,0
2005,250002,5952.08,5149.2,0.234151,0.0938223,0.108609,0.321279,"Frederikssund Nord","Frederikssund","4. Frederikssund",0.0303522,0.61898,106.777,0.545299,1.12612e+06,528921,1.02019e+06,3600,250,5,"3600_5",13.5841,22.5528,0.429888,13.5841,0,22.5528,0
2007,250002,6218.89,5508.12,0.246618,0.0506035,0.122123,0.263943,"Frederikssund Nord","Frederikssund","4. Frederikssund",0.0303522,0.61898,106.696,0.544493,1.12612e+06,528921,1.02019e+06,3600,250,7,"3600_7",-5.35682,16.6843,0.386066,0,5.35682,16.6843,0
2011,250002,6175,5416,0.237075,0.0858567,0.0385894,0.307422,"Frederikssund Nord","Frederikssund","4. Frederikssund",0.0303522,0.61898,107.518,0.545678,1.12612e+06,528921,1.02019e+06,3600,250,11,"3600_11",-3.90065,-2.06964,0.346012,0,3.90065,0,2.06964
2015,250002,6295,5386,0.260676,0.0425176,0.0265503,0.214631,"Frederikssund Nord","Frederikssund","4. Frederikssund",0.0303522,0.61898,107.658,0.547065,1.12612e+06,528921,1.02019e+06,3600,250,15,"3600_15",7.47524,10.8808,0.303193,7.47524,0,10.8808,0
2005,250003,5673,5058,0.182285,0.0848161,0.0964808,0.391459,"Slangerup","Frederikssund","4. Frederikssund",0.0243842,0.647044,122.072,0.7302,1.46352e+06,586127,1.67222e+06,3550,250,5,"3550_5",9.56396,19.1566,0.48794,9.56396,0,19.1566,0
2007,250003,5660,5083,0.210899,0.0519378,0.102105,0.337006,"Slangerup","Frederikssund","4. Frederikssund",0.0243842,0.647044,122.072,0.7302,1.46352e+06,586127,1.67222e+06,3550,250,7,"3550_7",-13.4151,8.62626,0.439111,0,13.4151,8.62626,0
2011,250003,5805,5269,0.187891,0.0971721,0.0482065,0.353578,"Slangerup","Frederikssund","4. Frederikssund",0.0243842,0.647044,122.582,0.712626,1.46352e+06,586127,1.67222e+06,3550,250,11,"3550_11",-4.4073,27.3446,0.401784,0,4.4073,27.3446,0
2015,250003,5871,5231,0.232843,0.0439686,0.029631,0.241445,"Slangerup","Frederikssund","4. Frederikssund",0.0243842,0.647044,122.582,0.712626,1.46352e+06,586127,1.67222e+06,3550,250,15,"3550_15",3.17743,6.21322,0.276811,3.17743,0,6.21322,0
2005,250004,6414.77,5435.4,0.216074,0.0799389,0.0728097,0.329632,"Skibby","Frederikssund","4. Frederikssund",0.0313567,0.579273,115.206,0.726722,1.13219e+06,517662,1.07481e+06,4050,250,5,"4050_5",-11.2698,-4.57429,0.402441,0,11.2698,0,4.57429
2007,250004,6611.73,5719.03,0.232253,0.044289,0.0989154,0.271256,"Skibby","Frederikssund","4. Frederikssund",0.0313567,0.579273,116.018,0.74165,1.13219e+06,517662,1.07481e+06,4050,250,7,"4050_7",13.8209,39.9675,0.370171,13.8209,0,39.9675,0
2011,250004,6474,5587,0.219796,0.0741006,0.0293539,0.306963,"Skibby","Frederikssund","4. Frederikssund",0.0313567,0.579273,117.44,0.704086,1.13219e+06,517662,1.07481e+06,4050,250,11,"4050_11",-17.2991,NaN,0.336316,0,17.2991,NA,NA
2015,250004,6521,5576,0.238164,0.0222382,0.0238522,0.197095,"Skibby","Frederikssund","4. Frederikssund",0.0313567,0.579273,117.434,0.703466,1.13219e+06,517662,1.07481e+06,4050,250,15,"4050_15",2.19313,-3.59932,0.260402,2.19313,0,0,3.59932
2005,250005,5870.23,5021.6,0.260783,0.0867253,0.0731341,0.27866,"Jægerspris","Frederikssund","4. Frederikssund",0.0292467,0.55363,105.987,0.697237,945054,495346,1.17937e+06,3630,250,5,"3630_5",-6.48448,14.4428,0.351794,0,6.48448,14.4428,0
2007,250005,6006.27,5218.97,0.277974,0.0459305,0.0843653,0.221247,"Jægerspris","Frederikssund","4. Frederikssund",0.0292467,0.55363,105.136,0.681977,945054,495346,1.17937e+06,3630,250,7,"3630_7",3.3683,21.4762,0.305612,3.3683,0,21.4762,0
2011,250005,6186,5463,0.245103,0.07743,0.0340472,0.275124,"Jægerspris","Frederikssund","4. Frederikssund",0.0292467,0.55363,109.382,0.672807,945054,495346,1.17937e+06,3630,250,11,"3630_11",13.0363,NaN,0.309171,13.0363,0,NA,NA
2015,250005,6289,5389,0.27352,0.0321024,0.0283912,0.173873,"Jægerspris","Frederikssund","4. Frederikssund",0.0292467,0.55363,109.155,0.672561,945054,495346,1.17937e+06,3630,250,15,"3630_15",11.0601,-1.84434,0.305623,11.0601,0,0,1.84434
2005,253001,2969,2423,0.262485,0.0755262,0.0652084,0.265374,"Arenaskolen","Greve","7. Greve",0.0436823,0.543439,100.095,0.21387,472597,392096,236600,2670,253,5,"2670_5",11.4306,16.8019,0.330582,11.4306,0,16.8019,0
2007,253001,2939,2454,0.248574,0.0268949,0.0647922,0.250204,"Arenaskolen","Greve","7. Greve",0.0436823,0.543439,100.095,0.21387,472597,392096,236600,2670,253,7,"2670_7",-14.5674,4.01355,0.314996,0,14.5674,4.01355,0
2011,253001,2972,2517,0.251887,0.0595948,0.0369487,0.239571,"Arenaskolen","Greve","7. Greve",0.0436823,0.543439,90.8397,0.233603,472597,392096,236600,2670,253,11,"2670_11",-3.59408,3.37558,0.27652,0,3.59408,3.37558,0
2015,253001,2976,2371,0.288486,0.0240405,0.0227752,0.162379,"Arenaskolen","Greve","7. Greve",0.0436823,0.543439,90.8401,0.233602,472597,392096,236600,2670,253,15,"2670_15",6.41047,9.67331,0.312526,6.41047,0,9.67331,0
2005,253002,5336.31,4811.76,0.17829,0.0711528,0.099739,0.385526,"Tjørnelyskolen","Greve","7. Greve",0.0203496,0.636643,136.091,0.892255,1.96894e+06,655905,8.97416e+06,2670,253,5,"2670_5",11.4306,16.8019,0.485265,11.4306,0,16.8019,0
2007,253002,5237.75,4816.92,0.190659,0.0354791,0.0961693,0.398161,"Tjørnelyskolen","Greve","7. Greve",0.0203496,0.636643,136.083,0.892079,1.96894e+06,655905,8.97416e+06,2670,253,7,"2670_7",-14.5674,4.01355,0.49433,0,14.5674,4.01355,0
2011,253002,5318,4889,0.175905,0.0812027,0.0582941,0.375946,"Tjørnelyskolen","Greve","7. Greve",0.0203496,0.636643,137.263,0.908058,1.96894e+06,655905,8.97416e+06,2670,253,11,"2670_11",-3.59408,3.37558,0.43424,0,3.59408,3.37558,0
2015,253002,5412,4817,0.230849,0.041312,0.0296865,0.266141,"Tjørnelyskolen","Greve","7. Greve",0.0203496,0.636643,137.263,0.908058,1.96894e+06,655905,8.97416e+06,2670,253,15,"2670_15",6.41047,9.67331,0.272161,6.41047,0,9.67331,0
2005,253003,7718,6608,0.19885,0.0741525,0.101998,0.352906,"Holmeagerskolen","Greve","7. Greve",0.02844,0.651211,113.19,0.562319,1.20435e+06,555545,815055,2670,253,5,"2670_5",11.4306,16.8019,0.454903,11.4306,0,16.8019,0
2007,253003,7683,6844,0.218586,0.0420807,0.0939509,0.344097,"Holmeagerskolen","Greve","7. Greve",0.02844,0.651211,113.19,0.562319,1.20435e+06,555545,815055,2670,253,7,"2670_7",-14.5674,4.01355,0.438048,0,14.5674,4.01355,0
2011,253003,7753,6997,0.195941,0.0817493,0.0607403,0.319851,"Holmeagerskolen","Greve","7. Greve",0.02844,0.651211,112.981,0.545077,1.20435e+06,555545,815055,2670,253,11,"2670_11",-3.59408,3.37558,0.380592,0,3.59408,3.37558,0
2015,253003,7855,6937,0.237423,0.0340205,0.0271011,0.239873,"Holmeagerskolen","Greve","7. Greve",0.02844,0.651211,112.981,0.545077,1.20435e+06,555545,815055,2670,253,15,"2670_15",6.41047,9.67331,0.271443,6.41047,0,9.67331,0
2005,253004,3743,3445,0.195356,0.0667634,0.108273,0.398549,"Mosedeskolen","Greve","7. Greve",0.0200506,0.666342,137.867,0.975723,2.17185e+06,710081,951740,2670,253,5,"2670_5",11.4306,16.8019,0.506821,11.4306,0,16.8019,0
2007,253004,3691,3486,0.197648,0.0341365,0.110729,0.390706,"Mosedeskolen","Greve","7. Greve",0.0200506,0.666342,137.867,0.975723,2.17185e+06,710081,951740,2670,253,7,"2670_7",-14.5674,4.01355,0.501434,0,14.5674,4.01355,0
2011,253004,3767,3537,0.183206,0.0757704,0.068985,0.389313,"Mosedeskolen","Greve","7. Greve",0.0200506,0.666342,139.278,0.961777,2.17185e+06,710081,951740,2670,253,11,"2670_11",-3.59408,3.37558,0.458298,0,3.59408,3.37558,0
2015,253004,3825,3521,0.237717,0.0332292,0.0372053,0.282306,"Mosedeskolen","Greve","7. Greve",0.0200506,0.666342,139.278,0.961777,2.17185e+06,710081,951740,2670,253,15,"2670_15",6.41047,9.67331,0.270946,6.41047,0,9.67331,0
2005,253005,5460,4848,0.172649,0.0787954,0.112417,0.390058,"Karlslundehallerne","Greve","7. Greve",0.0203257,0.652412,128.201,0.842327,1.86706e+06,639291,891313,2670,253,5,"2670_5",11.4306,16.8019,0.502475,11.4306,0,16.8019,0
2007,253005,5650,5143,0.190356,0.0406378,0.109664,0.380712,"Karlslundehallerne","Greve","7. Greve",0.0203257,0.652412,128.201,0.842327,1.86706e+06,639291,891313,2670,253,7,"2670_7",-14.5674,4.01355,0.490375,0,14.5674,4.01355,0
2011,253005,5887,5382,0.170754,0.0776663,0.0661464,0.368822,"Karlslundehallerne","Greve","7. Greve",0.0203257,0.652412,128.215,0.792123,1.86706e+06,639291,891313,2670,253,11,"2670_11",-3.59408,3.37558,0.434968,0,3.59408,3.37558,0
2015,253005,6017,5351,0.223697,0.0321435,0.0383106,0.265745,"Karlslundehallerne","Greve","7. Greve",0.0203257,0.652412,128.215,0.792123,1.86706e+06,639291,891313,2670,253,15,"2670_15",6.41047,9.67331,0.25584,6.41047,0,9.67331,0
2005,253006,4547.69,4017.24,0.21759,0.0584058,0.0898826,0.361676,"Tunehallerne","Greve","7. Greve",0.0194774,0.652005,123.178,0.756806,1.40058e+06,606617,8.42960e+06,4030,253,5,"4030_5",7.83456,3.65863,0.451559,7.83456,0,3.65863,0
2007,253006,4496.25,4100.08,0.230632,0.0346579,0.0965249,0.342454,"Tunehallerne","Greve","7. Greve",0.0194774,0.652005,123.169,0.756826,1.40058e+06,606617,8.42960e+06,4030,253,7,"4030_7",-4.50642,4.72512,0.438979,0,4.50642,4.72512,0
2011,253006,4553,4207,0.207036,0.0831947,0.0454005,0.338008,"Tunehallerne","Greve","7. Greve",0.0194774,0.652005,122.704,0.748873,1.40058e+06,606617,8.42960e+06,4030,253,11,"4030_11",-11.7732,13.2198,0.383409,0,11.7732,13.2198,0
2015,253006,5028,4545,0.236744,0.0272827,0.0239824,0.234763,"Tunehallerne","Greve","7. Greve",0.0194774,0.652005,122.704,0.748873,1.40058e+06,606617,8.42960e+06,4030,253,15,"4030_15",-5.5987,-6.5526,0.264026,0,5.5987,0,6.5526
2005,253007,4300,3280,0.272866,0.0689024,0.0789634,0.25061,"Hundigehallen","Greve","7. Greve",0.0436823,0.543441,85.1699,0.246618,472596,392096,340833,2670,253,5,"2670_5",11.4306,16.8019,0.329573,11.4306,0,16.8019,0
